arm,n_cells,n_features,d_logppl,logppl_lo95,logppl_hi95,d_concept,concept_lo95,concept_hi95,p_dominates
dirfix,72,12,-1.7523466432398118,-2.4930066996016023,-1.0618259047613379,0.20509259259259258,-0.009259259259259252,0.42916666666666664,0.97
