arm,n_cells,n_features,d_logppl,logppl_lo95,logppl_hi95,d_concept,concept_lo95,concept_hi95,p_dominates
dirfix,72,12,-1.0934806822902625,-1.8843662628503863,-0.41049032336169944,0.3111111111111111,0.12451388888888891,0.5028009259259257,0.9995
