arm,target_concept,d_nll_vs_ref_point,boot_mean,lo95,hi95,n_valid,n_boot,share_target_unreachable
dirfix,0.25,-0.07290260190113695,-0.13435419749638233,-0.567718142711097,-0.014020908227176429,1970,2000,0.015000000000000013
dirfix,0.3,-0.263972732607201,-0.2555850442665221,-0.7966282517214253,-0.0294342020454482,1862,2000,0.06899999999999995
dirfix,0.4,-0.5839461880606156,-0.4095857312960483,-0.8335206247756155,-0.08731267732693167,1182,2000,0.40900000000000003
rotate,0.25,0.018683062405833617,0.11119895379590654,-0.10538016567491408,0.926470387029265,1797,2000,0.10150000000000003
rotate,0.3,0.5344046489383549,0.2643940413953488,-0.16941848786369243,1.1284041776269114,1435,2000,0.2825
rotate,0.4,,0.6173868774149271,0.04489696271872886,1.0930558950608713,523,2000,0.7384999999999999
shared,0.25,-0.05112213015088862,-0.08369212734806433,-0.46970752395905935,0.10107872682579663,1970,2000,0.015000000000000013
shared,0.3,-0.15500652364270717,-0.15650310422162392,-0.7056870336000686,0.1105247041603249,1862,2000,0.06899999999999995
shared,0.4,-0.3859409262471156,-0.212981273387539,-0.6815761623264833,0.1448783963854436,1182,2000,0.40900000000000003
