token_id,token_str,count,base_mean,delta_mean
5481, Bur,21,-2.4216134036015275,-14.097123617345156
7309, plastic,23,-3.534338246221128,-11.671940596207328
1471, Or,25,-4.8260094356536865,-10.962107210159301
3715, scene,30,-2.906208373978734,-10.774166224524379
6853, lawyer,31,-2.102388530488937,-10.77227509935056
13750, riders,21,-2.170192008926755,-10.670096482549395
5349, FBI,25,-4.228523840904236,-10.558033394813537
7092, Sports,21,-3.656670391559601,-10.548902169402156
5627, housing,25,-2.846251780986786,-10.531525757312775
1785, event,43,-2.8804147897591426,-10.278507743897134
2488, @,22,-3.0159699901599777,-10.10625878399746
3988, kids,37,-4.471637279600711,-10.084545143552727
3894, Well,21,-5.414293118885586,-10.070321435020084
1621, story,62,-3.3134643765600145,-9.713582008300657
3119, property,22,-4.236260800199076,-9.625371503559027
3482, UK,53,-3.300679918730034,-9.424501141287244
3146, numbers,25,-4.257684808522463,-9.368244756907226
598, app,29,-3.412642187984853,-9.358348364588515
4172, families,23,-4.229617228974467,-9.3147883143114
2646, film,35,-3.7216926310743603,-9.290532499551773
2995, events,28,-4.103015997457468,-9.20037315159529
2159, World,61,-2.4643495468333074,-9.167357977833714
4899, tools,27,-3.482935066576357,-9.060781134499443
2855, bill,77,-2.2964328662915663,-8.995369601172287
569, V,31,-4.8131293428521005,-8.9866997094885
2975, road,31,-3.860902702616107,-8.967771609944682
3822,wood,23,-1.2091099771793739,-8.945443393451885
1257, fun,22,-4.644715393131429,-8.936924438584935
5246,Mr,24,-3.7191906670729318,-8.913944492737453
6612, Jackson,21,-2.882980485757192,-8.891872970830827
1751, children,62,-2.734911699929545,-8.888646684827343
2990,They,29,-4.926034208001761,-8.877864142944073
4956, Democrats,38,-4.315397998183279,-8.84769960927875
1119, They,98,-3.4062017062488867,-8.839569361234199
3162, Congress,28,-3.6189302188743437,-8.73550021821367
2311, Sen,21,-5.089213978676569,-8.689892229579744
5085, residents,29,-3.661503901769375,-8.6832651115697
2011, My,27,-4.973223789698547,-8.676496861433542
661, people,355,-2.985826018578406,-8.669969779951005
1693, job,56,-3.5452821190701798,-8.65735298290383
4196, Apple,44,-3.4760260446505113,-8.65547441555695
564, �,781,-7.639037365015124,-8.619959356098718
5491, Britain,23,-3.951331474858782,-8.588102149574652
1770, Mr,68,-4.152492285322617,-8.554355627802366
1793, God,27,-2.8348906189203262,-8.54265533387661
3074, situation,37,-3.771270427177188,-8.505949628686476
1870,And,36,-4.11050499147839,-8.499304884009891
1660, water,38,-3.476681030723021,-8.48851448451904
5402, protest,21,-4.2585225105285645,-8.445078211171287
1406, So,61,-4.569812558713506,-8.42437832961317
1243, things,80,-3.507031843473669,-8.423960516939406
2524, site,24,-3.255831664428115,-8.42024151670436
3278, poll,33,-3.244734911756082,-8.414042680157406
3331, bank,24,-4.454301097430289,-8.41216725266228
6085, Israeli,24,-4.031379327178001,-8.398292556405067
3399, Americans,39,-3.5038535564373703,-8.364341589120718
4065, crime,28,-2.3142768051475286,-8.32660582315709
3292, trade,33,-3.7469180476949657,-8.315849100322918
