token_id,token_str,count,base_mean,delta_mean
5481, Bur,21,-2.4216134036015275,-9.698861207408342
7309, plastic,23,-3.534338246221128,-7.267214526300845
7092, Sports,21,-3.656670391559601,-6.797944977169944
13750, riders,21,-2.170192008926755,-6.672647181011381
3715, scene,30,-2.906208373978734,-6.562972464288276
5627, housing,25,-2.846251780986786,-6.519370901584625
6612, Jackson,21,-2.882980485757192,-6.116681629703157
4068, Iran,26,-2.965570167853282,-5.952729727213199
4065, crime,28,-2.3142768051475286,-5.859798683385764
1785, event,43,-2.8804147897591426,-5.769603453143392
1471, Or,25,-4.8260094356536865,-5.710855207443238
3822,wood,23,-1.2091099771793739,-5.6490280359658245
2488, @,22,-3.0159699901599777,-5.643918504938483
5349, FBI,25,-4.228523840904236,-5.594974312782288
128,�,31,-1.9287872141407383,-5.479947384326689
4196, Apple,44,-3.4760260446505113,-5.476764091036536
4530, charges,24,-3.023572525164733,-5.451814705350747
598, app,29,-3.412642187984853,-5.429217563749388
1203,less,29,-1.992635523605337,-5.426550591659556
447,�,3093,-5.231338344937952,-5.390954451929134
4426,pm,43,-0.9027780978128227,-5.374680472911487
5402, protest,21,-4.2585225105285645,-5.366976885568528
3482, UK,53,-3.300679918730034,-5.3337972512785
3119, property,22,-4.236260800199076,-5.277913509444757
5085, residents,29,-3.661503901769375,-5.275812252842146
21882, Assange,28,-1.104950265705286,-5.266545359365409
3988, kids,37,-4.471637279600711,-5.241187651415129
6853, lawyer,31,-2.102388530488937,-5.221076862946633
4899, tools,27,-3.482935066576357,-5.196959945890639
3794, India,38,-2.71587287121771,-5.1559839876380895
5831, Sanders,40,-2.319789845194464,-5.154281617630477
11010, Gaza,23,-2.450238029594007,-5.1459876260031825
3162, Congress,28,-3.6189302188743437,-5.143758383845645
3894, Well,21,-5.414293118885586,-5.139322337650117
6085, Israeli,24,-4.031379327178001,-5.134022946159044
3782, Times,21,-1.6585688347141037,-5.127894689899958
3773, economy,41,-3.0110905083214363,-5.117532721379909
4865, border,33,-2.837125461492123,-5.096692409197038
3250, Park,24,-1.754678422541474,-5.080750113396789
7237, emails,24,-2.6308143168571405,-5.074698385607917
2975, road,31,-3.860902702616107,-5.064703971147537
4956, Democrats,38,-4.315397998183279,-5.03365497059483
5537, Prime,25,-2.8518346847593783,-5.025391024202109
10191, lawmakers,21,-3.419031015464238,-5.0057367852755945
2855, bill,77,-2.2964328662915663,-5.000422275298602
4845, marriage,22,-1.503991006619551,-4.979357585141605
512, ad,25,-3.4442873062193393,-4.899102891534568
1693, job,56,-3.5452821190701798,-4.896125269804283
7312, Seattle,27,-3.173645849512131,-4.884067526639061
1621, story,62,-3.3134643765600145,-4.8467461124650235
2159, World,61,-2.4643495468333074,-4.841627527993042
3923, stories,26,-3.9916855530094697,-4.765543722418862
3292, trade,33,-3.7469180476949657,-4.742320009929244
3278, poll,33,-3.244734911756082,-4.737096692125002
564, �,781,-7.639037365015124,-4.725683648687777
301,st,43,-1.4762102636565497,-4.68354364390198
2486, Obama,80,-2.531464065001637,-4.65337826700852
2607, office,42,-1.6435154002780716,-4.646136805370804
2646, film,35,-3.7216926310743603,-4.625990853139333
5491, Britain,23,-3.951331474858782,-4.608680606536243
1770, Mr,68,-4.152492285322617,-4.583089596537106
4172, families,23,-4.229617228974467,-4.580507168303365
132,�,21,-2.472911307809963,-4.5532473201996515
2720, interview,28,-2.0925902418260063,-4.54763334643628
3399, Americans,39,-3.5038535564373703,-4.545873058147919
297,ll,50,-1.9959777394251432,-4.539631002811948
3741, majority,31,-2.468794711031801,-4.514604510942233
2995, events,28,-4.103015997457468,-4.50846377878874
10571, km,23,-1.2339392229509742,-4.500619960584394
4640, executive,30,-4.3472126503785455,-4.490680732329687
2311, Sen,21,-5.089213978676569,-4.452568695658729
5246,Mr,24,-3.7191906670729318,-4.441669156153997
3072, phone,32,-3.342819661949761,-4.427115431870334
1700, record,40,-3.3487660602899267,-4.412509460630826
3187, visit,25,-3.398172692358494,-4.401282969415187
1992, President,70,-4.2988521043211225,-4.395067496438111
3307, details,25,-4.49527182161808,-4.37940419614315
83,t,413,-0.6240457990196208,-4.37775760733901
2184, court,44,-3.172006571538408,-4.35001081596552
1793, God,27,-2.8348906189203262,-4.34853158891201
4734, Republicans,32,-3.1240126667544246,-4.334212222602218
540,able,35,-1.6208086532657036,-4.333647802101249
1730, deal,57,-3.237727640229359,-4.319140892018352
3296, fans,32,-3.925365407951176,-4.31076383870095
3859, platform,24,-4.546068588892619,-4.30186778306961
989, report,69,-2.6727839438194083,-4.297872423496354
4706, manager,24,-3.3446328012893596,-4.296088768169284
3146, numbers,25,-4.257684808522463,-4.281090769022704
2071, issue,67,-3.333602874179687,-4.275396977744583
1751, children,62,-2.734911699929545,-4.272483427197702
3015, vote,61,-2.811077737661659,-4.255541757237715
2166, front,30,-4.478425303961315,-4.238665350411854
2691, online,40,-4.053144061468629,-4.234197700120422
3348, paper,29,-4.168816760824672,-4.232359025884291
3052, website,30,-3.1019915605584782,-4.230976082384586
3275, message,26,-4.004204070052276,-4.227250100614932
2423, review,28,-3.382026837606515,-4.218926196385707
375,od,26,-1.5439909615857128,-4.214530155111158
