arm,n_cells,n_features,d_logppl,logppl_lo95,logppl_hi95,d_concept,concept_lo95,concept_hi95,p_dominates
dirfix,48,12,-1.090286021348503,-1.7617045905979143,-0.2553215603137192,0.1638888888888889,0.08194444444444446,0.2513888888888889,0.993
