token_id,token_str,count,base_mean,delta_mean
1303, #,24,-4.099787144717993,-3.801025838794885
2368, third,45,-4.733536607689327,-3.794347896840838
2029, above,28,-4.140234848284828,-3.785061211391751
2187, whole,32,-3.96171351353496,-3.7843953462424906
1625, came,54,-4.275128062055619,-3.7832574955429186
616, my,247,-3.0194100525262217,-3.7815874982050244
1735, side,39,-2.2706974547069807,-3.77914432522196
2555, continue,33,-3.8288600140045728,-3.771874357122931
1031,az,31,-1.3563625241269268,-3.7714272419501462
3650, store,27,-3.367055284066333,-3.767807059403923
2252, further,34,-4.576344624271288,-3.7444067762835935
1438, name,57,-2.7265850341217104,-3.7365197655499762
609, Ch,23,-3.484226444169231,-3.7281564736495842
6123, CEO,22,-3.6723523824052378,-3.7255338342352347
1863, along,41,-5.230617763883457,-3.7232604294833624
3296, fans,32,-3.925365407951176,-3.7222844464704394
4,%,114,-0.7569754972857098,-3.7146749639721013
3945, February,26,-3.5687579191648044,-3.6995848325582648
1268,IN,27,-1.6402706565956275,-3.699315775737718
583, per,83,-2.551175652868507,-3.688794894020511
2923, killed,32,-2.657054360024631,-3.688750204630196
4056, programs,29,-3.9177327272562503,-3.686725012869735
1255, result,28,-3.264406895264983,-3.684199248839702
683, him,159,-1.8724449572370112,-3.6832131185574726
1810, War,25,-1.9074599579849747,-3.6786755622050262
1517, thing,64,-2.2114956303757936,-3.677788584793234
3354, parts,35,-4.792558913571494,-3.6761521356446405
1492, book,38,-2.787127546146573,-3.670834661937797
7638, reporters,21,-4.263184638250442,-3.6698619297572543
2846, terms,36,-3.2301436644516395,-3.6538299671422765
3807, movie,38,-3.53648874433221,-3.648074114450107
2872, match,21,-5.981724540392558,-3.6428331817899435
4065, crime,28,-2.3142768051475286,-3.6417232802403827
4068, Iran,26,-2.965570167853282,-3.6411839425563812
3985, coach,21,-2.599828710158666,-3.637593166991359
2823, shot,38,-3.7669974933623482,-3.6358573907790213
1755, night,43,-2.8647901686693564,-3.63503267142521
21882, Assange,28,-1.104950265705286,-3.633547050067656
3957, growing,26,-5.919207033056479,-3.628043421185933
1793, God,27,-2.8348906189203262,-3.62792872775484
2795, June,37,-4.172865021067697,-3.622091413349718
73,j,25,-2.4545476975501517,-3.6178385711251755
763, co,27,-5.966002976452863,-3.6145586790861906
2835, round,48,-3.2240918223493886,-3.6108986014442057
2423, review,28,-3.382026837606515,-3.6102041567542726
886, end,86,-3.4657047039471824,-3.6037353393026135
2174, below,35,-2.719917002000979,-3.6036929316818713
1893, president,66,-2.8562293251002715,-3.601261865947339
3739, income,26,-3.4628171595529866,-3.5999926837304463
4289, century,23,-0.8813498421450672,-3.5908230789734614
757, again,38,-3.662743265477873,-3.5883555634025375
4046, speech,29,-1.6861415153433537,-3.5826009072620293
2278, period,29,-3.110169460804298,-3.579964990502802
2907, Star,26,-3.7473738599711885,-3.577645221653466
2932, August,23,-3.493849589570385,-3.5730087538857176
2438, code,23,-3.7306195465118988,-3.5684898916793903
5085, residents,29,-3.661503901769375,-3.5679898930007012
2180, previous,24,-5.218311537057161,-3.5656529776751995
989, report,69,-2.6727839438194083,-3.5629779044454377
1661, times,58,-2.2742854947222253,-3.561750520965093
582, man,81,-3.3647011290304363,-3.560570227516884
3812, toward,27,-3.2312102141203702,-3.5601441286228326
1641, family,58,-3.5321053148985935,-3.5530430843475567
5727, marijuana,21,-2.214721890432494,-3.5520598739385605
2863, chance,22,-2.598578249612315,-3.5511624192480338
1743, official,32,-3.907387720857514,-3.548992562602507
3186, products,31,-3.1934357223010834,-3.543624509246118
1865, yet,54,-4.681518636919834,-3.53369201719761
512, ad,25,-3.4442873062193393,-3.531700843423605
1510, million,104,-1.0277186680267243,-3.530336830252334
1621, story,62,-3.3134643765600145,-3.5199386762622216
1630, control,44,-3.328683763562532,-3.5169573048743503
2495, pretty,22,-5.231535976583308,-3.515345291657882
2974, levels,26,-2.6989732410472174,-3.5144550063862248
1566, until,49,-3.4601546632392064,-3.5022411264327107
2104, entire,24,-4.264060181876023,-3.498710609972477
132,�,21,-2.472911307809963,-3.497052367643586
279, p,47,-3.913532938174111,-3.495485862439617
2300, matter,39,-2.5598324838763054,-3.4901219175065847
3034, economic,31,-4.810218298627484,-3.4890059703780754
3011, gets,22,-4.707206520167264,-3.486589746041731
4028, actions,22,-4.544688419333067,-3.4858246620278805
3035, April,34,-2.6507472568842143,-3.47011853690492
4485, rise,27,-2.0477906013149076,-3.4680006514924266
2311, Sen,21,-5.089213978676569,-3.4578240996315364
2723, source,36,-3.8698502269851613,-3.448729066129696
3988, kids,37,-4.471637279600711,-3.434909390436636
7309, plastic,23,-3.534338246221128,-3.4258507645648457
2726, serious,26,-3.3379404136481194,-3.4224493545121875
3356, movement,29,-4.161008815570124,-3.420422211546322
2196, version,26,-4.119980552806878,-3.4099976812274404
