feature,c,arm,total_energy,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15
13094,1.0,mts,13978.5751953125,13670.2587890625,161.41079711914062,70.05250549316406,35.43177032470703,15.41922378540039,10.391603469848633,7.2875075340271,4.252758026123047,1.5270509719848633,0.8309100866317749,0.6343658566474915,0.4768020510673523,0.27540069818496704,0.17896772921085358,0.10868749022483826,0.03889283537864685
13094,2.0,naive,12202.205078125,2749.8544921875,2289.212890625,1762.396484375,1398.1055908203125,808.083740234375,738.0042724609375,706.89208984375,546.69482421875,255.37728881835938,182.91403198242188,181.80902099609375,169.65447998046875,128.72412109375,108.8966064453125,88.55340576171875,87.03164672851562
13094,2.0,denoise_naive,4345.716796875,1226.53857421875,738.0274658203125,588.625732421875,360.3916015625,258.9149475097656,218.8587188720703,179.12326049804688,166.4212646484375,116.92327117919922,98.79793548583984,85.29302978515625,80.71066284179688,70.42153930664062,60.76990509033203,51.33590316772461,44.56317901611328
13094,2.0,cds,14669.4296875,3996.92919921875,2790.105712890625,2164.694091796875,1439.3184814453125,887.8768310546875,772.1866455078125,654.410888671875,563.5328369140625,294.9656066894531,223.08023071289062,198.59548950195312,194.49850463867188,152.94326782226562,130.04019165039062,103.19883728027344,103.05198669433594
13094,2.0,mts,55914.30078125,54681.03515625,645.6431884765625,280.21002197265625,141.72711181640625,61.67689895629883,41.56641387939453,29.15003204345703,17.011032104492188,6.108203887939453,3.3236396312713623,2.537463665008545,1.9072078466415405,1.1016027927398682,0.7158713340759277,0.4347500205039978,0.15557146072387695
7998,1.0,naive,2759.077392578125,460.3084716796875,516.6927490234375,389.51702880859375,286.43536376953125,287.63519287109375,177.83132934570312,162.6385955810547,109.65605163574219,76.36167907714844,85.30976104736328,60.31278610229492,35.77845001220703,31.377538681030273,33.66606521606445,26.696138381958008,18.860212326049805
7998,1.0,denoise_naive,1521.458740234375,286.846435546875,253.0680694580078,182.32125854492188,135.29891967773438,131.56304931640625,96.77483367919922,83.24160766601562,66.2712173461914,51.91963577270508,51.82805633544922,42.41554260253906,34.57288360595703,31.081674575805664,30.41653823852539,24.437021255493164,19.402027130126953
7998,1.0,cds,3489.43359375,693.298583984375,641.5308837890625,459.43499755859375,329.13079833984375,322.8662414550781,217.99501037597656,188.2019805908203,136.92034912109375,98.93534851074219,103.4103012084961,77.71414184570312,54.716590881347656,48.35810470581055,49.54027557373047,37.930694580078125,29.449417114257812
7998,1.0,mts,9052.865234375,8315.0234375,385.025146484375,156.91290283203125,76.30157470703125,55.40382766723633,24.79886245727539,16.950923919677734,8.87888240814209,4.614589214324951,4.052894592285156,2.1746459007263184,1.0030646324157715,0.7045378684997559,0.5646270513534546,0.35015666484832764,0.104741171002388
7998,2.0,naive,11036.3095703125,1841.2340087890625,2066.77099609375,1558.068115234375,1145.741455078125,1150.540771484375,711.3253173828125,650.5543212890625,438.62420654296875,305.4467468261719,341.2390441894531,241.25112915039062,143.11380004882812,125.51013946533203,134.6642608642578,106.78455352783203,75.44084930419922
7998,2.0,denoise_naive,3189.880859375,762.3038330078125,520.5023803710938,357.2000732421875,262.270263671875,245.68710327148438,187.84304809570312,156.02291870117188,128.6415557861328,103.1945571899414,97.58152770996094,82.17637634277344,71.4660415649414,63.213157653808594,60.29621124267578,48.014976501464844,43.46674346923828
7998,2.0,cds,13162.0400390625,2813.294189453125,2500.7109375,1747.52392578125,1230.08056640625,1204.538330078125,797.37890625,678.9078369140625,483.244140625,341.83538818359375,360.58740234375,262.55975341796875,181.07879638671875,158.74871826171875,165.3751983642578,123.59738159179688,112.57868957519531
7998,2.0,mts,36211.4609375,33260.09375,1540.1005859375,627.651611328125,305.206298828125,221.6153106689453,99.19546508789062,67.80369567871094,35.515533447265625,18.458358764648438,16.211578369140625,8.698583602905273,4.012259483337402,2.8181517124176025,2.2585086822509766,1.4006268978118896,0.41896477341651917
15503,1.0,naive,1490.984375,354.64825439453125,235.87240600585938,168.3315887451172,127.41004943847656,148.41525268554688,96.57389831542969,93.39900970458984,46.466148376464844,46.1636962890625,47.93727493286133,28.372432708740234,30.807453155517578,24.286991119384766,21.320571899414062,13.206307411193848,7.772964954376221
15503,1.0,denoise_naive,1099.7799072265625,257.009765625,163.86305236816406,108.4398422241211,91.34272766113281,92.71499633789062,67.10281372070312,64.48416137695312,41.48102569580078,38.04850769042969,38.254119873046875,31.43523597717285,29.184207916259766,24.855485916137695,22.478805541992188,16.727706909179688,12.357544898986816
