arm,c,nll,top1_acc,n_features,nll_delta_vs_c0,acc_delta_vs_c0
shared,0.0,3.1771211894914217,0.4066470588235294,4,0.0,0.0
shared,0.5,3.426156494140625,0.377156862745098,4,0.24903530464920332,-0.029490196078431397
shared,1.0,5.031237668504902,0.24323529411764705,4,1.8541164790134803,-0.16341176470588237
shared,1.5,7.549043772977941,0.12567647058823528,4,4.371922583486519,-0.28097058823529414
shared,2.0,10.08186998314951,0.07556862745098039,4,6.904748793658088,-0.331078431372549
shared,3.0,13.566157820159313,0.02715686274509804,4,10.389036630667892,-0.3794901960784314
