feature,measured,exact,shortcut,var_along,cos_sigma_v,err_exact,err_shortcut
1171,0.4473421573638916,0.4479165075405133,0.6127810509220366,16.040128896397224,0.4794458556414394,0.0005743501766217185,0.165438893558145
8475,0.4280301332473755,0.42841321617220157,0.5923250748727027,14.726693448322893,0.41980306408318335,0.00038308292482608364,0.1642949416253272
10388,0.4346350908279419,0.43470891460668043,0.6593213104452662,19.616037082656327,0.4231250151596312,7.382377873854651e-05,0.22468621961732432
17242,0.440332293510437,0.4397089569986953,0.6075955946002116,15.694224857653182,0.5157403300773404,-0.0006233365117417344,0.1672633010897746
21592,0.43658554553985585,0.4377558888769113,0.5266891762249725,11.278908826738018,0.5843713178233905,0.0011703433370554572,0.09010363068511662
24487,0.4422475814819336,0.44288769407543715,0.5964658189033142,14.98181267266247,0.4605474430988003,0.0006401125935035501,0.15421823742138058
