arm,n_cells,n_features,d_logppl,logppl_lo95,logppl_hi95,d_concept,concept_lo95,concept_hi95,p_dominates
fsr,72,12,0.01590900349396249,-0.00848989589208808,0.03820309905818217,0.012037037037037039,-0.0023148148148148143,0.026863425925925867,0.0955
denoise_naive,72,12,0.4302392401904971,0.06106187210866691,0.8666965706101436,0.011574074074074073,-0.11947916666666668,0.1439930555555555,0.0115
norm_preserving,72,12,0.1614918761783176,0.04226012838521492,0.3103077026870514,-0.06527777777777777,-0.1486111111111111,-0.012488425925925984,0.0
cds,72,12,0.301754492521286,-0.09265402677089526,0.7252589023037366,-0.10416666666666667,-0.18751157407407407,-0.02961805555555562,0.0
mts,72,12,0.6107010873931425,-0.10872393889559637,1.2240772442326502,-0.18287037037037035,-0.3430555555555556,-0.04119212962962969,0.0
