feature,c,base_logppl,arm_logppl,delta_logppl,sign_opposite_logppl,base_keyword_hit,arm_keyword_hit,delta_keyword_hit,sign_opposite_keyword_hit
359,1.0,4.363048815727234,5.697549406687418,1.3345005909601841,False,0.43333333333333335,0.06666666666666667,-0.3666666666666667,False
1344,1.0,5.547702232996623,5.8670114835103355,0.3193092505137125,False,0.9666666666666667,0.9,-0.06666666666666665,False
4317,1.0,4.421716340382894,4.309761953353882,-0.11195438702901228,True,0.2,0.1,-0.1,False
4398,1.0,5.322229162851969,6.206901518503825,0.8846723556518556,False,0.3,0.03333333333333333,-0.26666666666666666,False
6587,1.0,5.493352476755778,5.8138497511545815,0.3204972743988037,False,0.43333333333333335,0.5666666666666667,0.1333333333333333,True
6911,1.0,4.947955060005188,5.368699105580648,0.42074404557545986,False,0.26666666666666666,0.23333333333333334,-0.033333333333333326,False
7848,1.0,5.891810655593872,6.278130849202474,0.3863201936086016,False,0.13333333333333333,0.1,-0.033333333333333326,False
14891,1.0,5.021746246019999,5.449100629488627,0.42735438346862775,False,0.8666666666666667,0.8666666666666667,0.0,False
15507,1.0,4.10716142654419,2.6846518675486246,-1.4225095589955652,True,0.0,0.0,0.0,False
15664,1.0,5.105449684460958,5.674417304992676,0.5689676205317173,False,0.9,0.8666666666666667,-0.033333333333333326,False
17102,1.0,5.1598912080128985,5.912603759765625,0.7527125517527269,False,0.23333333333333334,0.16666666666666666,-0.06666666666666668,False
23257,1.0,4.99003320535024,5.429552022616068,0.439518817265828,False,0.36666666666666664,0.2,-0.16666666666666663,False
359,1.5,3.274575916926066,6.319850873947144,3.0452749570210775,False,0.13333333333333333,0.43333333333333335,0.30000000000000004,True
1344,1.5,6.356317472457886,6.788313039143881,0.4319955666859947,False,0.9666666666666667,0.4666666666666667,-0.5,False
4317,1.5,5.13676430384318,5.681114554405212,0.5443502505620321,False,0.2,0.2,0.0,False
4398,1.5,6.50127813021342,6.7538445631663,0.2525664329528805,False,0.03333333333333333,0.03333333333333333,0.0,False
6587,1.5,6.6885914007822675,7.0382099628448485,0.3496185620625809,False,0.6666666666666666,0.36666666666666664,-0.3,False
6911,1.5,6.0930607159932455,7.350031852722168,1.2569711367289225,False,0.2,0.0,-0.2,False
7848,1.5,6.749084949493408,5.73784814675649,-1.011236802736918,True,0.16666666666666666,0.06666666666666667,-0.09999999999999999,False
14891,1.5,6.498346471786499,7.261141347885132,0.7627948760986323,False,0.6333333333333333,0.23333333333333334,-0.39999999999999997,False
15507,1.5,1.742042225599289,1.2051601747671763,-0.5368820508321126,True,0.0,0.0,0.0,False
15664,1.5,5.993053960800171,4.032948263486227,-1.960105697313944,True,0.43333333333333335,0.03333333333333333,-0.4,False
17102,1.5,6.225053564707438,6.63995722134908,0.4149036566416422,False,0.1,0.0,-0.1,False
23257,1.5,6.799249219894409,7.682131179173788,0.8828819592793788,False,0.13333333333333333,0.0,-0.13333333333333333,False
359,2.0,2.2967101454734804,5.847467295328776,3.5507571498552952,True,0.0,0.0,0.0,False
1344,2.0,7.025275214513143,7.4925737380981445,0.46729852358500157,True,0.6666666666666666,0.23333333333333334,-0.4333333333333333,False
4317,2.0,6.031586138407389,6.9208603223164875,0.8892741839090981,True,0.2,0.03333333333333333,-0.16666666666666669,False
4398,2.0,6.733969243367513,6.621459786097208,-0.11250945727030448,False,0.0,0.0,0.0,False
6587,2.0,6.211942593256633,6.609234046936035,0.39729145367940255,True,0.5333333333333333,0.23333333333333334,-0.3,False
6911,2.0,6.704061651229859,7.19151120185852,0.4874495506286616,True,0.1,0.0,-0.1,False
7848,2.0,6.693846766153971,2.8930619796117147,-3.8007847865422564,False,0.13333333333333333,0.0,-0.13333333333333333,False
14891,2.0,7.4050571123758955,1.9986103852589925,-5.4064467271169026,False,0.36666666666666664,0.0,-0.36666666666666664,False
15507,2.0,1.3888040403525035,1.1185569008191427,-0.27024713953336077,False,0.0,0.0,0.0,False
15664,2.0,4.7960957010587055,1.8074935634930929,-2.9886021375656124,False,0.13333333333333333,0.0,-0.13333333333333333,False
17102,2.0,6.653599373499552,6.959780263900757,0.30618089040120466,True,0.03333333333333333,0.0,-0.03333333333333333,False
23257,2.0,7.481749312082926,6.5152490059534705,-0.9665003061294559,False,0.1,0.0,-0.1,False
