token_id,token_str,count,base_mean,delta_mean
13750, riders,21,-2.170192008926755,-8.793296933174133
3773, economy,41,-3.0110905083214363,-6.562491716408148
3012, Google,25,-4.024576176032424,-6.433286263123154
4196, Apple,44,-3.4760260446505113,-5.971583661707964
2585, states,35,-2.609690676097359,-5.918533574151142
4956, Democrats,38,-4.315397998183279,-5.8844378355669935
7092, Sports,21,-3.656670391559601,-5.806263568855467
4576, EU,33,-2.5955720733512533,-5.79968623771812
21882, Assange,28,-1.104950265705286,-5.792251448799757
11010, Gaza,23,-2.450238029594007,-5.755062094201212
4068, Iran,26,-2.965570167853282,-5.746233947001971
4538, draft,22,-4.292510375168852,-5.676605218047784
3466, teams,34,-2.838825604714015,-5.658164784969652
2907, Star,26,-3.7473738599711885,-5.607895370357884
7713, investors,28,-3.775761469383724,-5.484448076109402
4652, league,32,-3.03238562727347,-5.437566270586103
4734, Republicans,32,-3.1240126667544246,-5.388797638006508
2706, companies,55,-2.9388805863532155,-5.376605545661665
1938, players,48,-3.2078088534375033,-5.368167416503031
6612, Jackson,21,-2.882980485757192,-5.362521656921931
297,ll,50,-1.9959777394251432,-5.336835654644529
3845, Senate,43,-3.4652813834159875,-5.297919287757818
2855, bill,77,-2.2964328662915663,-5.294807347771409
3292, trade,33,-3.7469180476949657,-5.2267233537440365
7309, plastic,23,-3.534338246221128,-5.1973348493161415
5627, housing,25,-2.846251780986786,-5.177257053852082
2756, price,26,-3.7402856957453947,-5.1244075791193895
4875, digital,21,-5.60527955918085,-5.091674464089529
7237, emails,24,-2.6308143168571405,-5.076771037788906
983, game,120,-2.3002763591478774,-5.075851471496572
5928, domestic,23,-4.971284982950791,-5.008719369121221
2137, player,39,-2.4010433704138565,-5.0063638889159146
4390, Democratic,30,-4.595575868089994,-4.986895168821017
3034, economic,31,-4.810218298627484,-4.952529481341761
2831, industry,38,-3.1556165445792046,-4.943682051802936
4865, border,33,-2.837125461492123,-4.943574022783926
132,�,21,-2.472911307809963,-4.9342332841118886
2646, film,35,-3.7216926310743603,-4.921599428142821
2997, billion,50,-1.1794351561553775,-4.8896041910164065
1664, company,93,-2.820433291696733,-4.8513255779461195
10191, lawmakers,21,-3.419031015464238,-4.849532402697063
2485, gun,36,-3.349986611141099,-4.788044752346145
1714, sex,33,-3.1866541703542075,-4.742499134757303
3284, Russia,38,-3.254757476333333,-4.727870875430343
6853, lawyer,31,-2.102388530488937,-4.722457998702604
4056, programs,29,-3.9177327272562503,-4.721051870403683
4899, tools,27,-3.482935066576357,-4.717112761956675
5537, Prime,25,-2.8518346847593783,-4.6300041852891445
1693, job,56,-3.5452821190701798,-4.593855829127799
1430, program,31,-3.3245832146175447,-4.585952420869181
5831, Sanders,40,-2.319789845194464,-4.577932865847106
4837, researchers,30,-3.478903090953827,-4.576270079612732
2151, party,49,-3.7449305094018275,-4.4852599525938235
3331, bank,24,-4.454301097430289,-4.460787436924875
4640, executive,30,-4.3472126503785455,-4.454099239905674
3053, email,29,-2.546880485871325,-4.414584535788263
1830, games,44,-2.431561196561564,-4.408075929196043
2807, China,29,-3.6070719788107892,-4.404853208793392
3234, race,25,-4.208644429184496,-4.3997600355371835
7312, Seattle,27,-3.173645849512131,-4.3894761404091565
4536, prices,24,-1.6386857125908136,-4.383347089712818
3491, star,22,-4.052348830483177,-4.373858560215344
3807, movie,38,-3.53648874433221,-4.366331039731833
5727, marijuana,21,-2.214721890432494,-4.364048542720931
3499, interesting,23,-3.713872119784355,-4.355145306043003
6085, Israeli,24,-4.031379327178001,-4.326606129606565
3623, gas,27,-2.9378129150244168,-4.310442708687063
3615, Party,25,-1.2291841071099043,-4.30052753277123
3162, Congress,28,-3.6189302188743437,-4.27701665846897
4466, budget,25,-4.260229524672031,-4.262876814305782
303,ve,100,-2.0652174730759363,-4.227454587354114
3427, European,29,-2.9295675954942046,-4.225850767616568
4706, manager,24,-3.3446328012893596,-4.220312586054206
4671, parties,21,-3.710932271821158,-4.218392502693903
3985, coach,21,-2.599828710158666,-4.215776964312507
2423, review,28,-3.382026837606515,-4.204655984416604
2691, online,40,-4.053144061468629,-4.1518041134848325
3072, phone,32,-3.342819661949761,-4.148167128558271
3415, Republican,41,-4.30807284683716,-4.14366928469844
6796, GOP,23,-5.280876766080442,-4.140172362327575
1988, value,36,-4.467136989037196,-4.132127420769797
2746, model,31,-4.851749304802187,-4.120754557271157
