feature,c,cos,c_matched,fix_logppl,fix_concept,naive_logppl,naive_concept,matched_logppl,matched_concept
7998,1.25,0.8602349758148193,1.0752937197685242,3.2762832204500834,1.0,2.427733540534973,0.13333333333333333,3.7884272378857515,0.45945172309875487
7998,1.5,0.8602349758148193,1.290352463722229,2.3326122164726257,1.0,1.4512670755386352,0.03333333333333333,2.2701222301160215,0.11719234784444173
7998,2.0,0.8602349758148193,1.7204699516296387,1.853250535329183,1.0,1.1752905090649923,0.0,1.3295779950159197,0.018635336558024088
7998,2.5,0.8602349758148193,2.1505874395370483,1.6538769125938415,0.9333333333333333,1.1261491239070893,0.0,1.1604903583325272,0.0
7998,3.0,0.8602349758148193,2.580704927444458,1.3975878298282622,0.6,1.1146090030670166,0.0,1.1242864346768926,0.0
8925,1.0,0.835686206817627,0.835686206817627,4.127393523852031,0.6666666666666666,4.671625018119812,0.5,4.406967123143515,0.37950321833292644
8925,1.25,0.835686206817627,1.0446077585220337,4.463543319702149,0.8333333333333334,5.268937198321025,0.4666666666666667,4.778204048106553,0.49405229886372887
8925,1.5,0.835686206817627,1.2535293102264404,4.871233654022217,0.9,5.3929590861002605,0.6,5.2706880451883915,0.4685489654541016
8925,2.0,0.835686206817627,1.671372413635254,4.991519665718078,1.0,4.672338581085205,0.2,5.1459701355812895,0.4629020690917969
8925,2.5,0.835686206817627,2.0892155170440674,4.242607466379801,1.0,4.117603262265523,0.0,4.5733565845029975,0.16431379318237305
8925,3.0,0.835686206817627,2.507058620452881,3.5646754026412966,1.0,3.635481762886047,0.0,4.110797036912936,0.0
13094,1.0,0.7983879446983337,0.7983879446983337,4.782772986094157,0.9333333333333333,6.4401260693868005,0.4666666666666667,5.578480766415077,0.4397850592931112
13094,1.25,0.7983879446983337,0.9979849308729172,5.289275201161702,0.9666666666666667,7.073669799168905,0.16666666666666666,6.43151410991882,0.46639799078305566
13094,1.5,0.7983879446983337,1.1975819170475006,5.109984429677327,1.0,7.390457137425741,0.03333333333333333,6.940833208041888,0.22956836620966592
13094,2.0,0.7983879446983337,1.5967758893966675,4.899187421798706,1.0,7.464718198776245,0.03333333333333333,7.404830497945212,0.03333333333333333
13094,2.5,0.7983879446983337,1.9959698617458344,4.391870427131653,1.0,7.590254020690918,0.03333333333333333,7.464119634087957,0.03333333333333333
13094,3.0,0.7983879446983337,2.395163834095001,4.050176946322123,1.0,7.5567827224731445,0.0,7.563932632184384,0.03333333333333333
14434,1.0,0.8731118440628052,0.8731118440628052,4.827669382095337,0.7333333333333333,5.5282399972279865,0.7333333333333333,5.192773545816893,0.5895267566045125
14434,1.25,0.8731118440628052,1.0913898050785065,5.052692969640096,0.8666666666666667,6.1105700174967446,0.6333333333333333,5.7411161054028845,0.6967774113019307
14434,1.5,0.8731118440628052,1.3096677660942078,5.908339420954387,0.9333333333333333,6.529819353421529,0.3333333333333333,6.210632702741193,0.5617320140202839
14434,2.0,0.8731118440628052,1.7462236881256104,4.741417984167735,0.8,6.625470026334127,0.13333333333333333,6.576922276334002,0.23484385808308916
14434,2.5,0.8731118440628052,2.182779610157013,4.521782632668813,0.8,6.446302533149719,0.06666666666666667,6.559973697220016,0.10896271864573161
14434,3.0,0.8731118440628052,2.6193355321884155,3.837944181760152,0.5666666666666667,5.871909912427267,0.06666666666666667,6.309211634991694,0.06666666666666667
