ref_c,arm,concept_at_budget,delta_mean,delta_lo95,delta_hi95,p_gt_0
1.5,dirfix,0.7533964597319022,0.2743466803881963,0.13773481817373578,0.42216270083172575,1.0
1.5,naive,0.465327959369759,0.0,0.0,0.0,0.0
2.0,dirfix,0.7431804906873264,0.29157476188593023,0.15138539491120445,0.44035071757979943,1.0
2.0,naive,0.4269941148973581,0.0,0.0,0.0,0.0
