token_id,token_str,count,base_mean,delta_mean
1807, thought,45,-4.360624153084225,-2.9586254583464733
3957, growing,26,-5.919207033056479,-2.950980217410968
960,—,150,-3.969410788702468,-2.9393236480777465
4381, agreement,22,-3.962291132150726,-2.9381410808048467
350, P,74,-5.13367388919869,-2.928584066004495
3259, workers,29,-2.454253884995806,-2.9274092062280097
4485, rise,27,-2.0477906013149076,-2.9236441844970815
2407, quite,35,-5.901281826836723,-2.9191049780164438
3307, details,25,-4.49527182161808,-2.9069398219883444
4581, spending,27,-4.90480418448095,-2.9040959775447845
986,...,32,-5.9394618682563305,-2.898888010531664
1605, American,84,-3.673265357135928,-2.8803703589475753
3250, Park,24,-1.754678422541474,-2.8683176593670696
406, L,75,-4.270150566585362,-2.8677126489207145
1948, particular,24,-5.623066253775808,-2.866217556283421
2059, University,69,-2.0138634461572096,-2.86238006076546
1004, Le,21,-5.333797828859782,-2.8520897917028174
1337, care,36,-3.558653439188169,-2.8491064739517045
1051, sign,25,-4.0911023044586186,-2.8426379001140587
1466, women,119,-2.2196702859697064,-2.8190892758963146
2628, groups,34,-2.5276883692644976,-2.816217553308781
1363, home,67,-3.496402684865005,-2.8156119252662806
2274, recent,68,-4.777403134852648,-2.815013752921539
2139, service,42,-3.6589820332204304,-2.813731300999366
1310, little,86,-3.53842469405149,-2.807464277776088
444,ies,39,-0.3837793550815266,-2.803041957920262
2330, white,32,-5.263966042548418,-2.793886784464121
890, long,106,-4.145921176510318,-2.788441354637298
3098, anti,42,-3.8033412460769926,-2.7670472924198424
38,G,45,-2.7792507765704713,-2.7639744680174365
3840, reasons,42,-3.849444478927624,-2.7625594048627784
293,le,49,-1.6270295380102708,-2.7614153776423556
3199, published,40,-3.271543287858367,-2.7569620046764616
1057, run,56,-4.6437339113950395,-2.756652812693834
2277, hit,42,-4.584725143565309,-2.7556329753604674
2562, easy,39,-4.064373584129871,-2.752544153195161
2986, San,35,-3.707828726642765,-2.7516152171983514
540,able,35,-1.6208086532657036,-2.7492002536858693
53,V,38,-3.6468746520480826,-2.7482083079552178
2196, version,26,-4.119980552806878,-2.74819980117564
673, she,186,-2.0871327928090917,-2.742909027569582
4054, failed,25,-4.553178033828735,-2.7386152172088627
5402, protest,21,-4.2585225105285645,-2.7280777267047336
1757, John,32,-4.070203538088208,-2.720487979205245
711, play,65,-3.6375998980723896,-2.715935090184211
430,ra,22,-2.2518092657185416,-2.711486268534579
2877, living,27,-4.388904130017316,-2.7095706727769633
471, U,140,-3.7634049119693893,-2.7062682354024474
900, set,70,-4.690482034611445,-2.704901475807856
402, G,60,-4.696560917732616,-2.697752911690623
1660, water,38,-3.476681030723021,-2.6925000024126153
1744, possible,67,-3.301599617799116,-2.6849679712799284
1256, lot,82,-1.858586693228018,-2.6848089528701653
4845, marriage,22,-1.503991006619551,-2.6820836878297003
1781, course,34,-2.204121042001883,-2.6800116967574197
3729, certainly,22,-5.910234761170366,-2.679228099909696
2968, popular,24,-6.172336019575596,-2.67778110752503
1672, example,46,-1.5741937095704286,-2.676225700942071
2191, Act,35,-0.9783426815311291,-2.6736825365040984
5491, Britain,23,-3.951331474858782,-2.671130212104839
390, de,30,-6.158501770099004,-2.666693637768427
2046, fire,26,-2.5718412194401026,-2.657072486790219
1884, likely,63,-4.024853064545563,-2.6532335582943194
1802, 100,42,-3.7303495757181997,-2.652214484671796
5658, Thomas,28,-5.291778592924986,-2.644709962021028
583, per,83,-2.551175652868507,-2.643565227816173
576,ile,28,-1.412559865442745,-2.642406930879848
1949, try,49,-3.918954374146296,-2.6383080434669473
347, B,90,-3.983796841294194,-2.633880064144938
2383, significant,26,-5.316185919173922,-2.631759104211456
3877, charge,25,-3.399479829221964,-2.6276417624950406
