split,feature,family,cos_d_bar,cos_mu_hat,cos_v_hat,weak_half_energy,logit_reach
test_r3,15507,diffmeans_purified,-5.587935447692871e-09,-0.08547254651784897,0.8899209499359131,0.553500235080719,35.58521270751953
test_r3,15507,learned,0.4318526089191437,-0.14845383167266846,0.8586083650588989,0.5984024405479431,33.1206169128418
test_r3,14891,decoder,0.023920206353068352,0.026183374226093292,1.0000001192092896,0.5068029761314392,38.07529067993164
test_r3,14891,shared,0.6121474504470825,-0.0652323067188263,0.8051600456237793,0.6176766157150269,35.531063079833984
test_r3,14891,diffmeans,0.013782445341348648,0.10870319604873657,0.8062863349914551,0.49635618925094604,40.926551818847656
test_r3,14891,centred,0.027722973376512527,-1.4901161193847656e-08,0.999657154083252,0.5065432190895081,38.176170349121094
test_r3,14891,purified,7.450580596923828e-09,0.029657237231731415,0.9997139573097229,0.5066111087799072,38.02511978149414
test_r3,14891,diffmeans_purified,7.450580596923828e-09,0.11071039736270905,0.806033194065094,0.4961162805557251,40.91807556152344
test_r3,14891,learned,0.4876015782356262,-0.16102343797683716,0.7905682921409607,0.6450527906417847,35.63533401489258
test_r3,4317,decoder,-0.017477799206972122,0.12062579393386841,1.0,0.4954366683959961,38.809391021728516
test_r3,4317,shared,0.5909967422485352,0.009658291935920715,0.7962213754653931,0.6128316521644592,33.27930450439453
test_r3,4317,diffmeans,-0.05353830009698868,0.25469279289245605,0.8437081575393677,0.5326812863349915,38.86455535888672
test_r3,4317,centred,-2.4139881134033203e-06,-1.30385160446167e-08,0.9926979541778564,0.490556001663208,38.53690719604492
test_r3,4317,purified,0.0,0.11811177432537079,0.9998472929000854,0.495717853307724,38.753841400146484
test_r3,4317,diffmeans_purified,-3.3527612686157227e-08,0.2472912222146988,0.8439828157424927,0.5323972702026367,38.717037200927734
test_r3,4317,learned,0.4862767457962036,0.03623151406645775,0.8081914782524109,0.6092681884765625,34.409400939941406
test_r3,23257,decoder,0.04678191989660263,-0.012236890383064747,0.9999998211860657,0.4769728481769562,35.19283676147461
test_r3,23257,shared,0.6235767006874084,-0.09461204707622528,0.8100783228874207,0.6160629987716675,31.554637908935547
test_r3,23257,diffmeans,0.047837670892477036,0.004873953759670258,0.9126570820808411,0.4972333014011383,37.33893585205078
test_r3,23257,centred,0.04501250386238098,-3.725290298461914e-09,0.9999251365661621,0.4768405258655548,35.22929763793945
test_r3,23257,purified,1.862645149230957e-09,-0.005465446971356869,0.9989050626754761,0.47490987181663513,35.27384948730469
test_r3,23257,diffmeans_purified,0.0,0.011817868798971176,0.911462664604187,0.4950672388076782,37.44078826904297
test_r3,23257,learned,0.5413269996643066,-0.08381233364343643,0.8196529746055603,0.6145212650299072,31.885875701904297
test_r3,15664,decoder,0.048391059041023254,0.049671463668346405,1.0,0.4970253109931946,35.75685119628906
test_r3,15664,shared,0.6243746280670166,-0.04612727835774422,0.8104240298271179,0.6226019263267517,32.03864669799805
test_r3,15664,diffmeans,0.0031244526617228985,0.14897683262825012,0.8145172595977783,0.5052685141563416,37.50738525390625
test_r3,15664,centred,0.055655814707279205,-1.1175870895385742e-08,0.9987655282020569,0.4966777563095093,35.69266128540039
test_r3,15664,purified,1.862645149230957e-08,0.05674849450588226,0.9988285303115845,0.4955470561981201,35.83133316040039
test_r3,15664,diffmeans_purified,-1.1175870895385742e-08,0.14943018555641174,0.8143699765205383,0.5052576661109924,37.50929260253906
test_r3,15664,learned,-0.05310199409723282,0.16527947783470154,0.9347057342529297,0.5435739159584045,35.48127365112305
