arm,n_cells,n_features,d_logppl,logppl_lo95,logppl_hi95,d_concept,concept_lo95,concept_hi95,p_dominates
dirfix,72,12,-1.1252159377491033,-1.7656780044796567,-0.49020950512132727,0.39305555555555555,0.21988425925925925,0.5759375,1.0
