arm,target_concept,c_at_target,nll,top1_acc,n_features_concept,n_features_capability
dir_ent,0.25,0.803921568627451,3.4020036292569267,0.381798923490965,12,4
dir_ent,0.3,0.9803921568627452,3.4946064707496816,0.37151518646674353,12,4
dir_ent,0.4,1.26984126984127,3.8519569481981164,0.33666884531590413,12,4
naive_ent_run,0.25,0.5655172413793104,3.5789299582171235,0.36146778228532794,12,4
naive_ent_run,0.3,0.6896551724137931,3.8487111527531273,0.3319825895875591,12,4
naive_ent_run,0.4,0.9379310344827587,4.388273541825136,0.27301220419202155,12,4
