arm,target_concept,d_nll_vs_ref_point,boot_mean,lo95,hi95,n_valid,n_boot,share_target_unreachable
dir_ent,0.25,-0.17692632896019678,-0.22310678348373505,-0.738015229232574,0.0761639778435916,1962,2000,0.019000000000000017
dir_ent,0.3,-0.3541046820034457,-0.3334168945191759,-0.830434231996848,0.07164751294429156,1849,2000,0.07550000000000001
dir_ent,0.4,-0.5363165936270193,-0.4294074269745704,-0.8442920255942866,-0.013584635948770647,1129,2000,0.4355
