feature,c,base_logppl,arm_logppl,delta_logppl,sign_opposite_logppl,base_keyword_hit,arm_keyword_hit,delta_keyword_hit,sign_opposite_keyword_hit
359,1.0,4.445861593882243,4.5736395994822185,0.12777800559997576,True,0.6333333333333333,0.5666666666666667,-0.06666666666666665,True
1344,1.0,5.5208391666412355,5.464333558082581,-0.05650560855865461,False,0.9666666666666667,1.0,0.033333333333333326,False
4317,1.0,4.355145724614461,4.692934354146321,0.3377886295318602,True,0.16666666666666666,0.16666666666666666,0.0,False
4398,1.0,5.31863694190979,5.297082201639811,-0.021554740269978723,False,0.26666666666666666,0.5666666666666667,0.3,False
6587,1.0,5.507696493466695,5.154560772577922,-0.35313572088877354,False,0.7333333333333333,0.7666666666666667,0.03333333333333344,False
6911,1.0,4.642797223726908,4.731997426350912,0.08920020262400374,True,0.4666666666666667,0.7666666666666667,0.30000000000000004,False
7848,1.0,5.877863041559855,5.377378463745117,-0.5004845778147375,False,0.2,0.2,0.0,False
14891,1.0,5.1933200041453045,5.232378029823304,0.0390580256779991,True,0.8666666666666667,0.7333333333333333,-0.13333333333333341,True
15507,1.0,4.309838636716207,4.51669225692749,0.20685362021128295,True,0.0,0.0,0.0,False
15664,1.0,4.841157619158427,4.2959200461705525,-0.5452375729878742,False,0.9333333333333333,0.8666666666666667,-0.06666666666666665,True
17102,1.0,5.143382604916891,5.005219221115112,-0.1381633838017784,False,0.3333333333333333,0.43333333333333335,0.10000000000000003,False
23257,1.0,5.006562582651774,5.433503794670105,0.42694121201833113,True,0.26666666666666666,0.3333333333333333,0.06666666666666665,False
359,1.5,3.1642854889233907,3.9300667961438496,0.7657813072204589,True,0.2,0.1,-0.1,True
1344,1.5,6.587676858901977,6.090968100229899,-0.496708758672078,False,0.9,1.0,0.09999999999999998,False
4317,1.5,5.164029343922933,5.229722086588541,0.06569274266560843,True,0.36666666666666664,0.26666666666666666,-0.09999999999999998,True
4398,1.5,6.42907894452413,6.462909460067749,0.03383051554361938,True,0.06666666666666667,0.13333333333333333,0.06666666666666667,False
6587,1.5,6.545743942260742,6.478190533320109,-0.06755340894063355,False,0.8,0.9333333333333333,0.1333333333333333,False
6911,1.5,5.900172583262125,5.893480825424194,-0.006691757837931078,False,0.3,0.23333333333333334,-0.06666666666666665,True
7848,1.5,6.774360942840576,6.355904626846313,-0.4184563159942627,False,0.2,0.23333333333333334,0.033333333333333326,False
14891,1.5,6.262852255503336,6.444929186503092,0.18207693099975586,True,0.7333333333333333,0.8333333333333334,0.10000000000000009,False
15507,1.5,1.8906424542268117,2.363301573197047,0.4726591189702354,True,0.0,0.0,0.0,False
15664,1.5,5.953914276758829,5.563926490147908,-0.38998778661092093,False,0.43333333333333335,0.9333333333333333,0.5,False
17102,1.5,6.221953344345093,5.923332945505778,-0.298620398839315,False,0.03333333333333333,0.13333333333333333,0.1,False
23257,1.5,6.709430344899496,6.773173157374064,0.06374281247456803,True,0.2,0.2,0.0,False
359,2.0,2.136661779880524,2.5934178829193115,0.45675610303878766,False,0.0,0.0,0.0,False
1344,2.0,6.8398193200429285,6.5642113049825035,-0.275608015060425,True,0.6666666666666666,0.9666666666666667,0.30000000000000004,False
4317,2.0,5.953251806894938,5.974361991882324,0.021110184987385594,False,0.13333333333333333,0.16666666666666666,0.033333333333333326,False
4398,2.0,6.859190845489502,6.704618835449219,-0.1545720100402832,True,0.0,0.03333333333333333,0.03333333333333333,False
6587,2.0,6.10467267036438,6.897740983963013,0.7930683135986332,False,0.4666666666666667,0.9,0.43333333333333335,False
6911,2.0,6.463280153274536,6.563791195551555,0.10051104227701835,False,0.1,0.26666666666666666,0.16666666666666666,False
7848,2.0,6.453631337483724,6.408209657669067,-0.04542167981465717,True,0.16666666666666666,0.2,0.033333333333333354,False
14891,2.0,7.241084973017375,7.015295505523682,-0.22578946749369333,True,0.36666666666666664,0.3333333333333333,-0.033333333333333326,True
15507,2.0,1.3967510263125102,1.4908531268437704,0.09410210053126011,False,0.0,0.0,0.0,False
15664,2.0,4.552017609278361,4.798894679546356,0.24687707026799455,False,0.13333333333333333,0.2,0.06666666666666668,False
17102,2.0,6.682785193125407,6.763047917683919,0.08026272455851213,False,0.03333333333333333,0.23333333333333334,0.2,False
23257,2.0,7.616453393300374,7.304452196756999,-0.31200119654337577,True,0.06666666666666667,0.1,0.03333333333333334,False
