token_id,token_str,count,base_mean,delta_mean
3227, production,32,-5.160521324723959,-2.844087067991495
635, also,297,-3.345906122507659,-2.84071551061024
691, only,230,-3.9225326290273146,-2.8382693410729583
1074, team,118,-3.0713827357848444,-2.828598821133186
1339, case,72,-2.927544488468104,-2.8233007294539774
1471, Or,25,-4.8260094356536865,-2.820004568099976
3081, quality,25,-5.110842208862305,-2.819017113447189
2648, share,47,-3.5320242652842935,-2.8131281026203108
649, new,248,-3.706815561734519,-2.789435113517797
2524, site,24,-3.255831664428115,-2.776008790358901
790, every,113,-4.617872429265748,-2.769879573251459
350, P,74,-5.13367388919869,-2.7624360347041588
1342, less,84,-4.21861348929815,-2.755650353870199
1263, big,67,-4.971302495741132,-2.7531686507499042
1644, police,48,-3.5086105396039784,-2.748735135265936
1097, car,35,-3.77415267101356,-2.7439082737479885
3012, Google,25,-4.024576176032424,-2.736680237427354
366," """,483,-2.52778242512097,-2.721886359955383
376, F,77,-4.546007275170126,-2.7170183833011174
1642, making,61,-4.551881673883219,-2.7168590890579534
1588, large,41,-4.685362980263762,-2.704547032674138
705, ',90,-3.0940054008219806,-2.7028181866949628
371, R,66,-4.461713590478404,-2.7012724258035608
2219, common,40,-5.214970203216216,-2.7004170892811095
3237,All,28,-5.651507775166205,-2.6922368359352857
890, long,106,-4.145921176510318,-2.680773098540124
2746, model,31,-4.851749304802187,-2.6800808291281424
467, go,95,-4.033648931951948,-2.6791531491375187
505,one,32,-2.235852603862682,-2.6780191973991663
1803, press,37,-4.825024290973119,-2.668093212357898
39,H,38,-3.9532564392215326,-2.666047003708388
2223, action,40,-3.9304081628331913,-2.6599658679973803
1767, body,32,-2.9900156427174807,-2.65383686273708
1628, project,53,-3.638080951162473,-2.646908410678767
471, U,140,-3.7634049119693893,-2.6448955776435987
2472, total,31,-4.4586989842054825,-2.635326716395456
779, use,137,-3.8754207795455264,-2.6313812342033907
390, de,30,-6.158501770099004,-2.6275958706314366
1964, political,77,-4.586391769059293,-2.626549276051583
3195, TV,34,-4.799677322016043,-2.617963353062377
1123, each,73,-4.40979669655973,-2.6176310431974468
991, still,144,-4.7066017434828815,-2.613861645127649
1176, power,71,-4.179702754677634,-2.6121260490658704
439,all,21,-3.341810091498441,-2.604389771261984
1353, top,70,-3.730900993224616,-2.6024265534911204
2104, entire,24,-4.264060181876023,-2.5973961781710386
45,N,39,-2.954815754559464,-2.594734761477388
734, two,230,-3.986718241761074,-2.586433936827614
69,f,46,-2.6482575660129837,-2.5843575458079022
256, t,29,-6.964106769397341,-2.577815988968159
3356, movement,29,-4.161008815570124,-2.571291807139742
1966, former,59,-4.797449511681068,-2.568396635661375
3403, conditions,26,-3.6117961874518256,-2.5655846852583073
1862, young,35,-4.754718817983355,-2.5643684331859857
3896, rule,21,-4.155862544618902,-2.5627876700267995
337, M,59,-5.00361852291419,-2.5604578663113573
1439, All,25,-4.525781965712667,-2.5573032601544403
938, last,195,-3.765227086928028,-2.5558127757352893
1812, State,57,-2.3658692384661553,-2.552416851659297
2688, West,24,-4.052244282017152,-2.5478322232762967
466, do,236,-2.9992172584584833,-2.547770866942671
309, T,66,-5.085256347827839,-2.543570690082782
1135,We,124,-3.7279333546269506,-2.5435196394739195
1364, left,66,-4.5209727502943045,-2.543442354449353
2151, party,49,-3.7449305094018275,-2.5400177745566683
11,",",9513,-1.4542245295765162,-2.5390565847250883
3685, violence,32,-2.9307637790916488,-2.5367258309051977
1657, light,36,-4.870041916728951,-2.5333180067310526
1048, person,43,-3.114887453799764,-2.5324269237651946
1719, having,51,-4.324888475695808,-2.530756959600337
1621, story,62,-3.3134643765600145,-2.5274594757459954
1757, John,32,-4.070203538088208,-2.5251561591512655
317, A,195,-4.020640402097398,-2.524154364750183
1057, run,56,-4.6437339113950395,-2.523542330699586
2438, code,23,-3.7306195465118988,-2.523202544321185
7,(,57,-3.0741075368214137,-2.508442041692896
1280, open,59,-4.152571896797982,-2.50530775183352
4445, daily,24,-4.947309881053418,-2.5049480961242807
1998, experience,38,-3.952779894645669,-2.504016985871682
4305, leaving,21,-5.331040680408478,-2.498862797305698
1210, turn,31,-5.155862542410051,-2.4918827054000667
3348, paper,29,-4.168816760824672,-2.4896900380513998
484, they,518,-2.3864320790355587,-2.4850586375974935
4172, families,23,-4.229617228974467,-2.479729319558195
1762, working,59,-4.548606304799096,-2.472825397879391
4334, heavy,22,-5.1526500826108865,-2.469976398204876
2276, general,51,-3.8161914619119544,-2.4672678128853858
1104, support,89,-3.5445658382575838,-2.4628462089619942
2139, service,42,-3.6589820332204304,-2.4603482196440116
1231, without,81,-5.023329718742681,-2.4529014909151297
1785, event,43,-2.8804147897591426,-2.4515157664129728
685, [,75,-4.536719880824288,-2.451286255741919
3072, phone,32,-3.342819661949761,-2.446509393310407
2008, video,49,-3.1169246150541823,-2.4419492722621983
428, this,794,-3.117483609551319,-2.4329754815604994
279, p,47,-3.913532938174111,-2.4209911277161
1640,for,21,-2.116923405212306,-2.419332301768788
281, an,662,-3.5977086419157165,-2.4076785851978255
674, our,263,-3.1436017087025316,-2.4017236238771993
290, and,4358,-2.1318917528662307,-2.3994695201959098
905, show,99,-3.983931396336758,-2.398730383846953
12,-,2157,-1.3242555528061344,-2.398218072321815
1987, 24,22,-4.683918737680704,-2.3963229323337805
1181, state,122,-3.6168721232899146,-2.3947544494638078
1641, family,58,-3.5321053148985935,-2.393778238272905
2042, black,58,-3.840299336047008,-2.3920375283422146
2003, future,53,-3.4961865128211254,-2.385705609876171
636, part,109,-3.3701441468550275,-2.3847385524774483
1992, President,70,-4.2988521043211225,-2.3829490027789557
77,n,56,-2.48063191534389,-2.3822917101447927
3660, modern,21,-5.555660997118268,-2.377281643095471
1813, given,52,-5.330130674518072,-2.375303652424078
2252, further,34,-4.576344624271288,-2.3716352274093557
2187, whole,32,-3.96171351353496,-2.370517400882761
867, many,189,-3.6596719836933223,-2.370406237833628
2990,They,29,-4.926034208001761,-2.3651202177179274
3641, center,29,-4.165084661273607,-2.3650656320026213
717, first,306,-3.521458939376952,-2.355962638055388
1802, 100,42,-3.7303495757181997,-2.3556711474112015
2035, either,32,-6.2447031904011965,-2.3513184506446123
1230, government,128,-3.2650868018099573,-2.347455883733346
3265, population,30,-3.902739679813385,-2.334895723584729
606, them,222,-2.2830191031937397,-2.3287286684095334
355, as,1038,-2.4530165811457474,-2.3223223429840534
1182, head,40,-4.489099130034447,-2.32150896973908
271,is,58,-1.684581408659769,-2.320917014019807
2351, National,44,-3.7214471957730977,-2.3180391359227626
764, .,35,-4.073461006249168,-2.3137765763327476
5471, opposition,32,-5.298683822154999,-2.310301677789539
287, in,3276,-2.2630535503872395,-2.30695610633877
749, most,220,-3.55080566570766,-2.301028640692609
1675, To,30,-5.251642290751139,-2.299729204177857
2260, national,35,-5.011710254947788,-2.2991756512716943
3899, Michael,21,-4.3079400615644685,-2.29660581792095
2695, content,26,-5.066946175235969,-2.2959418425766316
976, same,120,-2.474092330482866,-2.2921816083249724
1180, different,88,-3.9457545929419044,-2.291346481281587
3833, pressure,23,-4.372062570374945,-2.290941659199155
2628, groups,34,-2.5276883692644976,-2.2907632866545633
788, then,144,-3.6113976567460973,-2.2833378420345976
826, right,106,-3.814527371546851,-2.2831500383414642
922, good,114,-3.8593981668287727,-2.2783556867129446
1243, things,80,-3.507031843473669,-2.2769015650002986
661, people,355,-2.985826018578406,-2.2753287178006767
1944, present,24,-4.97199347615242,-2.274508185684681
3306, necessary,21,-4.7924462386540005,-2.273367291405087
2324, security,22,-3.5420809829268944,-2.270501561973519
3315, medical,26,-5.297970050990653,-2.26691610335659
2897, offer,28,-4.971497439912388,-2.2642339185944618
2005, cut,31,-5.747543396488313,-2.263996370377079
2056, media,66,-3.1403798236455205,-2.263025317331388
2491, running,44,-5.306623776189306,-2.2623143334216858
1366, data,46,-3.4507090565950973,-2.2616593772950377
3867, moving,22,-6.187095967206088,-2.25771114365621
379, at,835,-3.2322339776341695,-2.2546569215896572
4047, highly,25,-5.580183632560074,-2.254112648926675
3234, race,25,-4.208644429184496,-2.2525422381982203
85,v,28,-3.233180454333446,-2.2503984406440787
1692, human,50,-4.667140253794496,-2.2409219869849037
481, will,531,-2.481188676311521,-2.2347405844457597
2482, results,33,-3.8308097395029934,-2.2337677756493743
1468, old,30,-3.6082790693539817,-2.232590506268025
1988, value,36,-4.467136989037196,-2.226175755262375
978, Al,22,-5.869739694690162,-2.2251336188055575
1690, often,67,-4.757371522666914,-2.223437756452876
2156, house,21,-3.132986918091774,-2.223348931897254
1099, law,76,-2.379786502585232,-2.220791636576043
3354, parts,35,-4.792558913571494,-2.2184459447860725
4045, overall,26,-4.972572970848817,-2.2174967756638164
2802, mother,26,-4.2120932054061155,-2.213815117111573
2166, front,30,-4.478425303961315,-2.211282250915489
2866, speed,23,-4.499840100660272,-2.2091005257452316
328,ig,27,-1.8395884761767876,-2.2064844887850255
68,e,51,-1.798575930462118,-2.2047208586999676
2646, film,35,-3.7216926310743603,-2.2036966617618288
857, does,73,-3.6477441379468734,-2.19469486523981
655, just,254,-4.608182801289381,-2.191766754749752
2635, White,38,-4.749144887992818,-2.1875010439145717
3667, claims,29,-4.824258135310535,-2.1844859973623834
1705, news,73,-3.6452184875100238,-2.183544774022877
597, any,193,-3.3585373793901763,-2.176056297885621
285, m,24,-4.869815646360318,-2.1759507463624077
3074, situation,37,-3.771270427177188,-2.172843118143941
3274, First,34,-4.762941219350871,-2.172519569887834
1204, life,119,-2.7646704198589096,-2.1669764118316777
1997, anything,40,-5.4564904946833845,-2.1647385585587475
1903, early,53,-5.220686630258021,-2.1601344078498066
4028, actions,22,-4.544688419333067,-2.1580064123475244
923, start,51,-4.457498521178815,-2.156286606583379
1597, business,57,-4.461486850824721,-2.1558072709703353
1661, times,58,-2.2742854947222253,-2.1513268264132983
1700, record,40,-3.3487660602899267,-2.150257630785927
1363, home,67,-3.496402684865005,-2.1425934283935066
56,Y,23,-3.23543610085756,-2.138948173059085
1441, return,31,-3.7146662238144104,-2.1363606797230825
1234, put,66,-4.435447637704343,-2.131561194573419
2081, true,24,-4.817630548068943,-2.1255298800533637
750, did,113,-3.7501233684278166,-2.1243109797350073
1595, doesn,56,-4.227005364639418,-2.1242114944117407
2626, lost,23,-5.364296944245048,-2.124083075834357
609, Ch,23,-3.484226444169231,-2.120106139179805
736, back,115,-3.7933505589790317,-2.115897993837564
1923, campaign,60,-3.035515942176183,-2.1134050147452705
925, made,131,-4.212418120269102,-2.112444839134585
1327, hard,54,-4.370849026022134,-2.105755044975214
4858, massive,34,-6.235978056402767,-2.1017987728118905
340, it,1252,-2.4141831950234516,-2.101410171590335
1870,And,36,-4.11050499147839,-2.1003411346011696
357, (,794,-3.27614256301886,-2.0996563379842375
743, may,139,-4.078194330505048,-2.096031596250967
739, under,86,-5.011919519092094,-2.089055862269962
41,J,40,-2.8507096665445717,-2.0889295588829553
523, so,295,-3.9699841503369604,-2.0845419031894425
2986, San,35,-3.707828726642765,-2.0833467601432596
1912, based,49,-5.20679260273369,-2.081193123544966
5052, judge,22,-3.78073662773452,-2.0753834543919027
757, again,38,-3.662743265477873,-2.074669189022021
3501, giving,27,-5.64980306007244,-2.071997487986529
270,it,32,-3.2974056336624926,-2.0661126457089267
2551, decision,46,-3.6346497159937154,-2.0657286128515135
582, man,81,-3.3647011290304363,-2.0624379872999805
1218, second,81,-3.8859401209118927,-2.058097989286905
604, 4,72,-3.835010901898689,-2.0544941117550475
2877, living,27,-4.388904130017316,-2.0528515091648805
1524, school,56,-3.5369250234299607,-2.0516050386400555
494,ie,49,-1.4355882831426856,-2.046362276460263
1119, They,98,-3.4062017062488867,-2.045447714474736
3352, plans,33,-4.446356181323416,-2.0443249442896834
2026, 50,26,-4.508171278696794,-2.0426357064682703
1052, An,24,-5.421957689550861,-2.040291852725204
412, E,44,-4.764477157613411,-2.038298042522828
2266, red,22,-5.721287074414167,-2.0343513326211404
883, those,166,-3.872760922277728,-2.0334149276675
3432, paid,21,-4.96045260202317,-2.0297054563249857
1462,to,40,-1.517350181643269,-2.0285180784309205
1169,the,63,-2.7154779948979257,-2.0283635713889714
2863, chance,22,-2.598578249612315,-2.0252671182097406
318, is,1970,-1.7277812946377722,-2.025055081121651
612, there,331,-3.6153252615662486,-2.0242295587937247
383, The,695,-2.63786460245857,-2.01722939984761
710,ne,32,-2.252960426957202,-2.0170744899290867
1752, once,55,-6.134062786535783,-2.016702583161268
940,10,28,-3.623533577042898,-2.016637939763898
351, with,1193,-2.2250178017786384,-2.016344655247325
1467, 16,29,-4.7301707093057965,-2.0097785664015797
2666, leave,37,-3.4719878435638307,-2.0056405529077797
1535, health,67,-3.1660952850509045,-1.9971849715976577
1266, best,92,-3.2410132702055345,-1.9908557134660207
2766, leaders,28,-3.4796788735049113,-1.9907476343214507
82,s,1347,-1.0991727580821435,-1.990670691178826
73,j,25,-2.4545476975501517,-1.9897604651306757
42,K,48,-3.182706628140295,-1.987643643427873
1212,This,101,-4.189324184662045,-1.984646175905029
3249, meeting,33,-3.4582189677113835,-1.9844149527824344
464,The,671,-2.2677449261250553,-1.9816954541262994
2835, round,48,-3.2240918223493886,-1.9793850649936453
3957, growing,26,-5.919207033056479,-1.9774263008282729
2321, 2012,41,-3.5201683466027425,-1.9756115224303268
385,us,30,-1.487256254885809,-1.9738555936109454
3126, 60,22,-5.236766836775297,-1.9722333721160386
1660, water,38,-3.476681030723021,-1.9708441798414387
324,ad,34,-2.2510128614530913,-1.9667451491215937
2514,To,27,-5.146777638682613,-1.961231576071845
2832, hands,21,-3.0115290765783618,-1.9608995596035603
33,B,73,-3.2448220756700286,-1.9605502376005157
1544,He,54,-3.1545302625055665,-1.959543548248433
1058, :,26,-4.675641737027595,-1.9588759201699126
259,in,100,-1.925594833599089,-1.957741888381505
5006, cars,25,-3.657973437309265,-1.9574470710754395
440, O,58,-4.300888549492309,-1.955980070950945
1793, God,27,-2.8348906189203262,-1.951723336069672
87,x,32,-1.3685689704889228,-1.950248623814332
2233, due,43,-5.498989826024965,-1.9433679303457572
2947, Post,30,-2.599590047157229,-1.9425029335471966
2209, address,40,-2.82174193803221,-1.9402098159072918
349,ol,24,-2.13796255189421,-1.9385630474231825
2180, previous,24,-5.218311537057161,-1.9346301256834222
3176, financial,29,-4.629224254906274,-1.9292848157768683
1735, side,39,-2.2706974547069807,-1.9292170197631302
1296, form,33,-3.15258366061431,-1.928537490410787
2080, With,32,-4.952041603764883,-1.9284725485831586
344,ce,21,-1.5458457903964917,-1.9251408228672169
1541, already,68,-5.1320380135173975,-1.9242196113585068
3576, London,31,-3.7047615566501215,-1.922407484658423
1115, three,134,-4.6635167241060005,-1.9128448384746202
1429, process,54,-2.6638318595510944,-1.9060730381558333
1561, talk,39,-4.984319465128908,-1.9050284218063984
1334, rest,28,-4.712764214647385,-1.9047790477130286
3759, Donald,30,-2.5599953162794313,-1.9041962715253855
1160, 20,52,-4.285551082199583,-1.9037602722931366
1175, war,30,-3.8852788998202112,-1.8994826797628774
1440, four,86,-4.941421180443708,-1.8897509357383004
1450, men,73,-2.44117251519522,-1.8848350616937428
2057, food,57,-3.5991771427685753,-1.8813201626926142
264, s,32,-6.258803755044937,-1.8783129304647446
2107, live,40,-4.1578450301502015,-1.8742787549561397
787, make,153,-3.448703863508878,-1.8712112660228932
3394, Russian,26,-3.748824186049975,-1.8698924894516282
2619, Black,23,-3.346813630379114,-1.8694132682709177
2714, held,38,-3.8309401030603207,-1.8692917101281252
3037, technology,31,-4.333961844444275,-1.8654452069632468
362, 2,126,-3.7171961266735924,-1.862854435101672
1751, children,62,-2.734911699929545,-1.8617593773430396
973, used,96,-3.704855550080538,-1.861636369023472
2300, matter,39,-2.5598324838763054,-1.8615356385186415
2157, behind,44,-4.6963259447366,-1.8601354003608739
356, we,514,-2.596051109202092,-1.8592236126356996
3466, teams,34,-2.838825604714015,-1.858305785804987
836, don,132,-3.3332955454913615,-1.8568441910866764
513, 3,83,-4.332652728494077,-1.8562309185919776
32,A,165,-3.2211223907274844,-1.854832908068519
1337, care,36,-3.558653439188169,-1.8530595250453592
3517, British,28,-5.6961113555090765,-1.8528520720345636
1474, near,27,-5.798765629529953,-1.8525243516735452
1854, others,48,-3.5352109340795628,-1.8516857075931816
2641, inside,24,-6.153268093864123,-1.8505445271730414
37,F,71,-3.403273880297259,-1.8500152576872977
84,u,29,-1.875577937245343,-1.8481702343242117
2291, include,29,-3.1259959417170493,-1.8467164278544224
881, much,164,-3.5786940886755474,-1.8456848194046627
370, W,46,-3.627255015740799,-1.8445096251215665
2202,On,34,-4.815935176961562,-1.842559029074276
1994, key,40,-4.979987233877182,-1.8382960170507427
1487, change,66,-3.549062073879847,-1.8366945937494612
2314, cannot,26,-5.351866694597097,-1.8365904046938972
1239, never,73,-4.108976617888003,-1.8363246645843505
2437,How,22,-5.160522195425901,-1.8337286277250806
651, get,211,-3.349283262004086,-1.8308858811096411
1026,It,139,-3.633776365424232,-1.82669918914493
62,_,39,-1.6034764128972967,-1.8263566328965586
3377, spent,24,-4.7406127799598226,-1.8250231388252969
246,�,81,-3.576294311979084,-1.8240140816461334
2254, City,31,-2.555317697145285,-1.8215264771978612
1051, sign,25,-4.0911023044586186,-1.8204534167051314
1295, place,92,-2.370004064980173,-1.8181284264162567
2938, expected,40,-3.9013859782367946,-1.817857268080115
3923, stories,26,-3.9916855530094697,-1.8120475212602356
2174, below,35,-2.719917002000979,-1.8120288330728989
2147, nothing,38,-4.459224747493863,-1.8054188209046655
617, some,299,-4.175843142044659,-1.8026459399699526
1080, system,74,-2.315052396863246,-1.801859023987089
3236, huge,24,-5.4250742594401045,-1.7977627317110692
2089, bad,33,-3.7248105151635227,-1.7931458101057536
1165, too,86,-4.0214408113036395,-1.7906688457181632
1290, far,82,-3.45928308427605,-1.7887702245295993
1502, order,44,-2.5780161611566488,-1.780587873143304
1550, On,38,-4.901673045725674,-1.779342754395322
1248, 18,46,-4.72396384337512,-1.7763410273321867
2159, World,61,-2.4643495468333074,-1.7760286849358526
3362, Paul,21,-4.958017571183431,-1.7699355192377144
3085, staff,30,-3.7987925919393697,-1.7689986846254517
468, has,689,-2.4825039538586107,-1.7679733848201784
2882, response,28,-4.776277871004173,-1.7654390808727056
777, these,156,-4.132709454076412,-1.7644012365012598
1575, cost,35,-3.562934046132224,-1.7611952360187257
49,R,72,-2.747893036877132,-1.759725582122579
2428, issues,48,-3.5216870441642336,-1.7590115073217025
2342, watch,32,-2.9354934482453245,-1.7585011816208862
79,p,28,-2.719258047259895,-1.7561544568639618
3886,By,26,-5.334645437058778,-1.7559968878049403
2354, outside,33,-4.874969198848262,-1.755874452265826
1438, name,57,-2.7265850341217104,-1.7539723376182352
339, he,655,-2.0070400059863016,-1.7489414984103067
1398, class,30,-4.4021364813049635,-1.7463432289970413
273,or,67,-2.2288504041272645,-1.7461813596994658
1525,by,22,-2.3539255172492464,-1.7431863812363932
1948, particular,24,-5.623066253775808,-1.7408338390875242
766, see,128,-2.847175515955314,-1.7403718218629365
2277, hit,42,-4.584725143565309,-1.7357492473065141
3160, lives,41,-2.8536950550013698,-1.7325836213729016
1624, claim,30,-4.01078308224678,-1.7315145681301756
995, world,173,-2.518572925879503,-1.728911108932499
1265, ask,26,-4.396676361327991,-1.72734278057872
2000, mind,33,-2.3927870252942243,-1.726511292817563
1309, let,47,-5.38035032596994,-1.7264984085204746
70,g,39,-3.516426710527762,-1.7262354873806682
3203, Facebook,66,-2.943435570983583,-1.7252195092503717
3715, scene,30,-2.906208373978734,-1.7249475247692314
2048, almost,66,-6.430014855933912,-1.723096471844297
4899, tools,27,-3.482935066576357,-1.7183725211200205
2884, via,30,-6.200786478444934,-1.717993477933729
2029, above,28,-4.140234848284828,-1.715550745271945
312,id,34,-1.4250457514790469,-1.7110853859529231
1865, yet,54,-4.681518636919834,-1.710410936563103
4875, digital,21,-5.60527955918085,-1.7068520727611718
966, point,65,-2.741510485356244,-1.706829809913268
64,a,154,-1.859917234203631,-1.7065968201529431
1486, design,41,-4.738540794791245,-1.7048221586680992
1374, How,35,-5.4559440097106355,-1.6990565776026676
3925, individuals,27,-5.084480753651372,-1.694517435850921
1310, little,86,-3.53842469405149,-1.694123937485804
1321, information,51,-3.040314956038606,-1.6933508537271447
47,P,55,-3.8037325259753163,-1.6930443713780154
1365, better,107,-3.8045676666895085,-1.6910902139552322
1708, following,52,-4.937075104349508,-1.6904799877307735
2928, impact,28,-3.869155066353934,-1.6902990465584615
352, 1,171,-3.078253893976846,-1.689650832083109
642, 5,80,-4.501281607704004,-1.6893602491596544
1745, hold,28,-5.130959578922817,-1.6881608909794261
292,as,46,-2.1182968511958555,-1.6872991943709286
1972, getting,50,-4.926831668615341,-1.686841858625412
767, 7,50,-4.5912614911049605,-1.685125779882073
2499, works,27,-3.9105044619904623,-1.6842881114463566
1728, certain,26,-5.455879541543814,-1.682977768091055
1049, great,45,-4.1339643438657125,-1.682747328281403
3125, More,34,-3.652198724089805,-1.6815574080755789
43,L,44,-4.2849774098193105,-1.6801662710918617
423, have,879,-2.3529167990057847,-1.6782222048217772
2106, history,51,-3.614711872795049,-1.6769799139754684
2488, @,22,-3.0159699901599777,-1.6769329282687973
2962, focus,38,-4.815079323163158,-1.6756910031759418
2785, potential,28,-4.587332879858358,-1.6722678496901473
319, on,1530,-2.47600658130083,-1.6674093936718912
640, time,294,-1.8775952383808532,-1.6651782091666911
1168, Z,23,-4.631803054666228,-1.6632805118418261
2523, shows,39,-4.040603387050139,-1.6630802417221746
1110, day,136,-2.2465006498267246,-1.6624874172266573
775, We,121,-3.4067819865587867,-1.6619613948133813
554, In,216,-3.698834048174494,-1.6614196192154114
1254, feel,32,-3.865352655760944,-1.6582053052261472
1605, American,84,-3.673265357135928,-1.6570776515041614
1722,As,51,-4.253209071050115,-1.6560713978467936
3940, followed,27,-5.002117692320435,-1.6534228424231214
4438, offered,23,-5.518143743276596,-1.6522681654795353
3427, European,29,-2.9295675954942046,-1.6519397276228869
1399,…,50,-5.673081477880478,-1.6514884138107302
3119, property,22,-4.236260800199076,-1.649615550583059
2739, late,30,-4.759273624928513,-1.648824182531098
2033, amount,34,-3.4777722165865055,-1.6487599105628976
325,se,23,-2.903167925461236,-1.6480183781636497
1890,For,51,-4.626702650504954,-1.6427055789413405
1528, days,73,-2.1562188458379774,-1.6425292103996658
1255, result,28,-3.264406895264983,-1.6409230206960013
1464, always,67,-4.6918034153198125,-1.6388090857818947
1807, thought,45,-4.360624153084225,-1.6356485986047327
818,In,172,-3.5314469787963603,-1.6336619982192682
2644, ...,22,-4.974215135364582,-1.629432424304964
1918, death,49,-3.4896826674800594,-1.6292496520588746
