arm,n_cells,n_features,d_logppl,logppl_lo95,logppl_hi95,d_concept,concept_lo95,concept_hi95,p_dominates
dirfix,72,12,-0.7939343253633491,-1.7123204371326224,0.09643516309283166,0.21250000000000002,-0.02456018518518519,0.4444444444444444,0.9245
