index,dec_norm,var_along,kappa_tilt,freq,mean_act,n_distinct,content_mass,blocked
1019,1.0000199,10.990476,1.7391664,0.0003095238,8.405782,5,1.0,False
1020,1.0000459,22.157818,1.7235671,0.0020601852,1.6318586,49,0.5125644897955834,False
1021,1.0000379,14.845055,1.8474,0.0010734127,6.298156,1,0.0,False
1022,1.0000361,12.126171,1.4489132,0.00035714285,19.896425,1,0.0,False
1023,1.0000556,18.074442,2.0911787,0.0022757936,1.8703386,48,0.9610564434647408,False
1024,1.00002,12.237532,1.9582331,0.00046825397,3.208324,25,0.33993076669261807,False
1025,1.0000579,61.535927,0.86524856,0.013605159,1.6737897,151,0.8505711343795732,False
1026,1.0001489,18.641426,1.8587729,0.00018518518,8.331551,3,1.0,False
1027,1.0000234,11.343959,1.4119442,0.00030886242,4.3859043,27,0.9180857514990279,False
1028,1.0000595,9.852044,2.4455936,0.00409127,1.4453818,57,0.061535860592225565,False
1029,1.000022,12.0955925,1.9971212,0.004271164,1.3282595,120,0.577071240236629,False
1030,1.0000498,17.394958,1.5346861,0.0063478835,1.6673862,123,0.6430389702183387,False
1031,1.000038,12.982817,1.5039941,0.00024140211,6.87421,5,1.0,False
1032,1.0000507,13.728205,1.4451264,0.00045701058,4.612202,9,1.0,False
1033,1.0000226,9.781012,2.279496,0.0034914021,1.3322946,109,0.10661753457330278,False
1034,1.0000536,19.801525,1.8316956,0.00057738094,9.765535,1,1.0,False
1035,1.0000719,23.961395,1.6124207,0.0004153439,11.323614,1,1.0,False
1036,1.0000262,8.6418495,1.7492363,0.0045469576,1.5871979,35,0.12714867071392408,False
1037,1.0000507,10.122561,2.0720663,0.004905423,1.7154152,147,0.22173760270427917,False
1038,1.0000795,23.210495,1.5005897,0.0011798942,8.372727,2,0.0,False
1039,1.0000852,12.110327,1.486105,0.00023743387,7.10017,9,0.9710081942413696,False
1040,1.0000538,17.579374,1.74498,0.0013624339,3.6420982,1,0.0,False
1041,1.0000603,21.10148,2.048817,0.0003095238,5.213369,24,0.9699765487240058,False
1042,1.0000163,10.004218,1.7574157,0.0013141534,3.4453576,13,0.010596250072363051,False
1043,1.0000229,49.744263,1.0931362,0.013719576,1.1142722,155,0.8842287077382154,False
1044,1.0000479,17.778215,2.1522787,0.0013816138,2.6542027,7,0.038061355299199864,False
1045,1.000026,20.79438,1.9232082,0.0014966931,2.632792,28,1.0,False
1046,1.0000201,12.072202,1.4488454,0.0003452381,6.939188,1,0.0,False
1047,1.0000408,11.423066,1.7234493,0.00012301587,10.461519,4,0.5488715312748077,False
1048,1.0000714,9.045347,1.9533682,0.0022089947,1.8776873,144,0.5080238547705273,False
1049,1.0000445,14.703488,1.8268805,0.00047486773,13.467742,2,1.0,False
1050,1.0000684,10.972293,2.02545,0.00207209,2.5945432,91,0.7353512828337746,False
1051,1.0000956,11.926775,2.1347163,0.0001984127,13.193556,1,0.0,False
1052,1.0000374,14.624695,1.8777136,0.0002420635,8.462698,18,0.029259217318588118,False
1053,1.0000745,38.299587,1.4603175,0.0001276455,1.2857198,61,0.9647004230294515,False
1054,1.0000756,14.030549,2.004335,0.003720238,5.4584317,114,0.8059855932138468,False
1055,1.0000551,16.994411,1.2588848,0.0031183863,2.253396,1,0.0,False
1056,1.0000585,16.687317,2.0350764,0.0004378307,12.600887,1,0.0,False
1057,1.0000459,10.508751,1.9695516,0.0023386243,1.7675048,117,0.1954045676792371,False
1058,1.0000373,8.610035,1.2934662,0.0007089947,2.3449364,34,0.9313101316150075,False
1059,1.0000538,28.126072,1.8642856,0.0059530423,1.4503597,121,0.9075986355367174,False
1060,1.0000887,33.72946,1.5132166,0.0009914021,1.3063488,31,0.06643159196799263,False
1061,1.0002141,13.591321,1.6869105,0.00024933863,5.9375434,12,0.040970649111788875,False
1062,1.0000408,11.956016,2.3986244,0.0039457674,1.9499042,99,0.07384550269786215,False
1063,1.0000551,14.276787,2.0544088,0.00029695767,5.7206974,19,0.8673990286480069,False
1064,1.0000235,12.757411,1.7643329,0.00074537034,9.639346,1,1.0,False
1065,1.0000719,9.524267,1.927959,0.0006838624,2.2546365,8,0.024223269201916302,False
1066,1.0000687,63.03002,0.91378367,0.007198413,2.204652,71,0.7267706723989295,False
1067,1.0000933,10.514923,1.8028486,0.002304233,3.2102888,34,0.4231355740105445,False
1068,1.0000281,12.391163,2.038992,0.0074259257,1.1770508,65,0.21012807824411453,False
1069,1.0000367,13.638657,2.00467,0.0012784392,2.6467025,13,0.32376179166631475,False
1070,1.0000199,22.100296,1.5366304,0.022813492,0.59658444,103,0.32900550518005145,False
1071,1.0000321,20.55547,2.0633304,0.007439815,1.0150759,24,0.04957480214150681,False
1072,1.0000107,16.135218,2.0144696,0.00021428571,4.0951953,8,0.9282268190251356,False
1073,1.0000361,14.590461,1.6117139,0.0012420635,3.4539373,1,0.0,False
1074,1.0000197,12.462252,2.3380187,0.00056613755,2.777984,22,0.09532845788280495,False
1075,1.0000385,36.72735,1.475755,0.0008240741,1.8969891,155,0.8664650827918216,False
1076,1.0000638,11.035558,1.3050737,0.0003558201,4.712103,11,0.054006251013648796,False
1077,1.0000827,20.396172,2.038037,0.00020701058,13.002574,4,0.0,False
1078,1.0001165,9.865638,1.6612113,0.0004074074,3.599135,28,0.9118456000788089,False
1079,1.0000484,10.691075,2.0132391,0.0002585979,4.025066,1,0.0,False
1080,1.000057,12.108075,1.5995148,0.00541336,2.0794883,150,0.538847090982895,True
1081,1.0000335,10.726392,1.5616888,0.00064550265,2.5360515,52,0.7571994732230019,False
1082,1.0000353,8.80876,1.274825,0.0028386244,2.4238062,74,0.9465872997032381,False
1083,1.0000243,14.085661,2.0578423,0.00080224866,7.7958975,1,0.0,False
1084,1.000036,42.60251,1.2021999,0.011534392,0.9037913,171,0.774785684637897,True
1085,1.0000279,12.829212,1.7924461,0.0015859788,5.252364,13,0.014956825261005339,False
1086,1.000046,38.58013,1.1426896,0.0054900795,1.1474218,134,0.6944181739976621,False
1087,1.0000566,23.117004,1.2402828,0.0018141534,6.1325207,1,0.0,False
1088,1.0000502,35.532112,1.2588603,0.0052579367,0.8281272,99,0.3316934125661626,False
1089,1.0000249,21.538958,1.1587714,0.0011448413,7.5899053,21,0.0,False
1090,1.0000407,11.940836,2.3869805,0.0015727513,1.8678071,11,0.0,False
1091,1.0000356,37.294785,0.980802,0.003026455,4.70442,1,0.0,False
1092,1.0000563,8.234441,1.2085502,0.002353836,1.900098,17,0.07431446667624224,False
1093,1.0000672,34.978085,1.3282812,0.022570767,0.6634269,117,0.4694763091949507,False
1094,1.0000465,65.88112,1.0474035,0.005887566,1.4356902,162,0.8899042601790235,True
1095,1.0000751,23.384026,1.8577988,0.0020363757,2.637059,58,0.904472102070106,False
1096,1.000055,15.040204,2.313692,0.0037731482,1.9250771,121,0.06797199172951504,False
1097,1.0000721,16.101305,1.2163525,0.0016660052,13.561917,1,0.0,False
1098,1.0000318,12.717297,2.4700017,0.0008597884,2.891246,46,0.37207353767016726,False
1099,1.0000504,22.129494,1.2364331,0.0014847884,16.452595,14,0.0,False
1100,1.0000317,9.36467,1.7952211,0.0025330689,2.3090143,20,0.0166127018566547,False
1101,1.0000421,26.490948,1.943595,0.0010132275,2.547361,34,0.008017316041376845,False
1102,1.0000652,7.705126,1.4076332,0.0012242063,1.8175745,50,0.904131567513274,False
1103,0.99998873,16.327425,1.58971,0.020175926,0.75200945,151,0.7055886224759954,False
1104,0.99999034,40.6697,0.92299336,0.006825397,2.3514833,3,0.0,False
1105,1.0000294,30.549902,1.8192683,0.0029305555,1.7382026,152,0.8156535955337914,False
1106,1.0001223,22.85494,2.0546906,0.00047949736,13.61599,33,0.0,False
1107,1.0000315,13.511274,1.6862056,0.003037037,1.5949484,12,0.02615274191248924,False
1108,1.0000167,11.242569,2.1069617,0.00021626984,5.8646717,7,0.0999402825392823,False
1109,0.9999996,27.887587,1.414698,0.044085316,0.6742952,112,0.3416289781143556,False
1110,1.0000381,11.327901,2.0674663,0.0007526455,2.229791,30,0.6632327858395968,False
1111,1.0000167,29.526722,1.7709435,0.0002982804,9.554284,6,1.0,False
1112,1.0000433,17.96407,1.8946542,0.009339286,0.8843245,128,0.2838909733670183,False
1113,1.0000646,13.339357,2.0162733,0.0003234127,9.13368,3,1.0,False
1114,1.000078,18.534037,1.7562163,0.0001329365,18.806381,1,1.0,False
1115,0.99995965,22.928034,2.1642547,0.00480291,1.9403538,98,0.9347478746989648,False
1116,1.0000467,9.2029505,2.2449038,0.0036977513,1.7145116,105,0.7828035122495993,False
1117,1.0000517,12.53922,1.7141668,0.0010423281,5.0963483,1,0.0,False
1118,1.0000291,9.812977,1.4821109,0.0004914021,2.734498,12,0.15527440218235597,False
1119,1.0000174,10.043196,1.4157878,0.0025046295,2.0085588,1,0.0,False
1120,1.0000373,14.43476,1.9954947,0.00019973546,6.999339,5,0.0,False
1121,1.0000129,14.770575,2.0272226,0.00029232804,5.8918214,13,0.982871883383389,False
1122,1.0002015,16.01212,1.6191641,0.00021362434,6.910503,8,0.1138029921826441,False
1123,1.0000663,10.0530205,1.252962,0.0014543651,5.2906604,1,1.0,False
1124,1.000013,23.054134,1.5627749,0.009548942,0.668262,102,0.32993546935115853,False
1125,1.0000396,23.465235,1.3922186,0.0034841269,1.8574064,1,0.0,False
1126,1.0000476,14.316301,2.0050948,0.00037896825,12.075433,5,1.0,False
1127,1.0000168,15.074645,2.4568906,0.0011124338,2.3745883,6,0.0,False
1129,0.99999404,15.833247,1.9366887,0.00020568783,4.189142,19,0.28083068805456396,False
1130,1.0000297,15.275705,2.2841165,0.00071693124,5.795974,1,0.0,False
1131,1.0000035,12.977009,1.5381073,0.0046752645,1.4348059,12,0.03064019110464842,False
1132,1.0000607,9.537998,1.5198127,0.0024570106,1.4666755,2,0.0,False
1133,1.0000352,8.270134,1.5593102,0.003582672,1.6279808,26,0.07150307113353832,False
1134,1.0000628,17.10333,1.8748745,0.0009702381,4.1489186,8,1.0,False
1135,1.0000415,13.326507,1.5828246,0.00044642857,4.9048324,3,0.952713183879572,False
1136,1.000045,12.609058,1.8528154,0.00035185186,15.833521,1,1.0,False
1137,1.0000377,12.856296,1.6469703,0.00027248677,4.637518,21,0.9925984703951727,False
1138,1.0000411,32.37458,1.2507968,0.02076918,0.8115364,144,0.5846861564965906,False
1139,1.0000187,25.851402,1.8732225,0.00035251322,4.9130473,16,0.985924632422006,False
1140,1.0000527,5.747369,1.8711512,0.0027361112,2.3922648,70,0.1539893888565264,False
1141,1.0000564,10.7764635,1.5487711,0.00081084657,5.942072,1,0.0,False
1142,1.0000786,10.433489,1.4418421,0.00020833334,7.2599363,3,0.9429989851710776,False
1143,1.0000814,9.732777,1.5887765,0.00032275132,4.5886364,5,1.0,False
1144,1.0000423,12.547488,2.0095565,0.0030198412,2.0535097,13,0.10123852679550166,False
1145,1.0000616,10.872555,1.5498921,0.00028968253,14.027903,4,1.0,False
1146,1.0000257,11.779955,1.8056731,0.00031481482,6.7234364,3,1.0,False
1147,1.0000267,15.573874,1.5069708,0.00087037036,6.6119485,1,0.0,False
1148,1.0000598,21.854128,1.3931354,0.0003941799,44.758736,1,1.0,False
1149,1.0000885,23.748474,2.032085,0.00020767195,5.0581384,10,1.0,False
1150,1.0000298,9.192232,1.4311848,0.00061177247,3.6061358,11,0.9687698367712899,False
1151,1.0000422,17.802727,1.3054953,0.0034193122,2.7737153,122,0.970347475558459,False
1152,1.0000297,11.875261,1.4051837,0.0050462964,2.2130165,4,1.0,False
1153,1.0000354,8.998455,1.3013434,0.00048015872,2.8689034,36,0.8967231268048357,False
1154,1.0000502,11.070704,2.540897,0.0011236772,3.6076462,34,0.0,False
1155,1.0000376,21.604038,1.7673498,0.0059371693,1.4442495,102,0.2506323474988605,False
1156,1.0000316,11.993078,1.4340413,0.0006441799,4.886781,5,0.9520057007704057,False
1157,1.0000379,13.040678,1.3541257,0.001220238,3.6212595,1,0.0,False
1158,1.0000392,6.693397,2.3789146,0.0010892857,1.5830766,15,0.24266684508184844,False
1159,0.99998397,22.211237,1.7081419,0.00019378307,7.2376757,9,0.8311601672212334,False
1160,1.0000597,23.575811,1.7873901,0.00036309523,15.584999,1,1.0,False
1161,1.0000327,9.169447,2.127356,0.003181217,2.2165802,109,0.5239749229627425,False
1162,1.0000027,12.372399,1.9769326,0.0035469576,1.9031074,26,0.7330293401583025,False
1163,1.0000867,10.423437,1.9733877,0.0011984127,2.5808382,3,0.0,False
1164,1.000071,11.242859,1.67736,0.00063425925,2.2040098,2,0.0,False
1165,1.0000397,11.937683,2.079705,0.0005753968,2.1242006,81,0.6776274245445629,False
1166,1.000013,11.301428,1.7322577,0.00023611111,2.8471406,25,0.8241891179570726,False
1167,1.000069,7.9922338,1.6629847,0.0007156085,2.4426365,28,0.5782748239999133,False
1168,1.00003,16.922033,2.0765731,0.0005707672,5.283158,7,0.25691125446466107,True
1169,1.0000315,17.64454,1.4453006,0.004808201,2.6081386,50,0.9686083346909559,False
1170,1.0000639,10.357273,1.2982278,0.00057142857,8.664877,1,1.0,False
1171,1.0000302,16.04013,1.8303871,0.00030621694,4.764243,11,0.9641352863645853,False
1172,1.0000792,38.57617,1.3110169,0.020470237,0.7775259,146,0.47223301194739764,True
1173,1.0000151,26.241665,1.7260596,0.0017526455,2.4500237,7,1.0,False
1174,1.0000857,14.654348,1.3376901,0.0013419312,4.8163104,2,0.0,False
1175,1.0000432,11.190252,2.0016081,0.0039986772,3.1960378,8,0.0,False
1176,1.000056,29.236984,1.3174362,0.0018624339,6.65007,1,0.0,False
1177,1.000093,11.935822,1.9926015,0.000707672,7.1427774,1,0.0,False
1178,1.0000242,16.264242,2.091915,0.00013359789,6.381415,4,1.0,False
1179,1.0000713,12.961171,2.1168582,0.00019378307,3.723587,22,0.9512143349004908,True
1180,1.0000632,9.283182,2.013669,0.00030357143,4.2944293,7,0.015888485642103503,False
1181,1.0000924,10.8289795,1.4845198,0.00043849208,8.880983,3,1.0,False
1182,1.0000334,16.786264,1.7045414,0.0020171958,2.5349026,76,0.8837985718792748,False
1183,1.0000908,11.3260975,2.3701754,0.0011931217,2.5976741,83,0.07353782352826907,False
1184,1.0000125,19.876312,2.02655,0.0003320106,4.7318034,8,1.0,False
1185,1.0000191,16.087345,1.9330202,0.0003339947,7.077547,3,1.0,False
1186,1.0000473,21.290085,2.1061115,0.0008677249,4.600578,1,0.0,False
1187,1.0000603,14.636936,2.2989533,0.0019503968,2.3321264,36,0.32727657689490164,False
1188,1.0002391,13.912927,1.6526089,0.00033333333,16.254436,1,1.0,False
1189,1.0000627,21.55806,1.7538947,0.007967592,1.8488646,121,0.9233753010354566,False
1190,1.0000837,18.646063,2.005727,0.0012037037,8.309056,1,0.0,False
1191,1.0000464,8.025768,1.2708601,0.00080224866,2.191253,34,0.5932171917585306,True
1192,1.0000644,17.435658,2.1221247,0.00025992063,1.6424594,52,0.5687607546155626,False
1193,1.000081,8.406393,1.3338429,0.00065410056,2.6298006,37,0.3933706465960446,False
1194,1.0000424,12.140154,1.7576798,0.006362434,1.512111,41,0.21727317338623095,False
1195,1.0000123,15.219359,2.1580908,0.0002883598,5.639507,13,0.9885472110798655,False
1196,1.0000254,20.911383,1.9131836,0.0006593915,3.515756,15,0.9284897264726851,False
1197,1.0000316,17.086926,2.1175938,0.0009054233,2.4540262,43,0.9744569368861874,False
1198,1.0000328,14.257675,2.0845375,0.000723545,2.7113802,35,0.9911033575756959,False
1199,1.0000722,10.049795,1.8958617,0.0017533068,1.932177,82,0.4345112623810847,False
1200,1.0000349,12.232695,1.9789311,0.00033002647,5.0453343,13,0.9820166318487892,False
1201,1.0001334,6.9245887,2.7808459,0.00025198414,3.6873066,61,0.5939768960043905,False
1202,1.0000633,14.342301,1.6838845,0.0008941799,2.4412773,41,0.8491059429110985,False
1203,1.000082,15.69264,1.9011161,0.0033373015,2.7999756,21,0.9478224952704224,False
1204,1.0000501,29.933159,1.8068628,0.0017949735,2.007999,18,0.0,False
1205,1.0000545,10.675957,1.4841815,0.0038902117,2.4603982,38,0.43893473344996886,False
1206,1.0000569,17.829607,1.7241851,0.0009649471,6.5436234,1,0.0,False
1207,1.0000616,16.95327,1.4225042,0.00022685186,8.016607,3,1.0,False
1208,1.0000446,59.72729,1.0544943,0.0036726191,3.1252186,69,0.977573384620603,False
1209,1.0000211,12.638496,1.8657663,0.0004914021,4.8514066,19,0.27784424766858307,False
1210,1.0000267,7.149152,2.3873582,0.004720238,1.7399807,133,0.6530621946357927,False
1211,1.000047,17.887321,1.9519174,0.00074603176,6.762797,2,0.0,False
1212,1.0000154,19.442467,2.1135426,0.00032804234,6.888362,12,0.876771493135494,False
1213,1.0000467,9.510078,1.53827,0.00025198414,4.510261,29,0.9482373634295186,False
1214,1.0000474,18.03131,1.8619742,0.0003829365,9.46007,1,0.0,False
1215,1.0000405,16.316504,1.463469,0.006753307,1.7642068,99,0.9316900131646144,False
1216,1.0000542,13.3494625,1.6016833,0.0007420635,4.3773174,1,0.0,False
1217,1.0000418,18.150347,1.9654237,0.00020833334,10.505319,9,1.0,False
1218,1.0000648,37.320713,1.2724558,0.014448413,0.7180195,117,0.305275028603563,False
1219,1.0000877,13.315518,1.7341259,0.00034722223,4.667958,3,0.9253964272794216,False
1220,1.0000687,13.934458,1.5031676,0.00024603173,3.3984656,22,0.2170692329557594,False
1221,1.0000175,30.252195,1.7724375,0.00028968253,6.556579,4,1.0,False
1222,1.0000311,14.748657,1.7272205,0.0006977513,5.0473294,1,0.0,False
1223,1.0000665,14.805084,2.345987,0.0032023808,1.3863252,65,0.028428844160925545,False
1224,1.0000277,8.268475,1.1665528,0.00087962963,1.6528245,48,0.7814797357750478,False
1225,1.000036,21.78262,1.5770274,0.002255291,2.7919178,161,0.6187209131663068,True
1226,1.0000334,11.407848,2.3220847,0.00408664,2.1791184,19,0.0,False
1227,1.0000333,10.895662,1.4362041,0.00030224866,10.068231,4,1.0,False
1228,1.0000595,12.593849,1.5678422,0.0017380952,2.803055,2,0.0,False
1229,1.0000517,8.862587,1.4483366,0.0010925926,1.9579194,29,0.9040293951009404,False
1230,1.0000602,18.549881,1.8553352,0.00041997354,14.748614,2,1.0,False
1231,1.000062,25.201054,1.3200535,0.003871693,2.1042066,1,0.0,False
1232,1.0000184,34.551193,1.0975477,0.0070714285,4.6734924,1,0.0,False
1233,1.0000398,16.44192,2.1865196,0.001901455,1.7514272,22,0.0544285732698984,False
1234,1.0000361,17.206388,1.9016992,0.0003313492,4.2419415,19,0.9476081131913691,False
1235,1.0001011,14.48575,2.1370466,0.00016534391,7.337507,5,0.984269511889061,False
1236,1.0000653,7.192923,2.0819416,0.004778439,1.4818256,23,0.28564692556655674,False
1237,1.0000267,15.301131,1.9803456,0.00028108465,6.370394,5,0.9754324522812549,False
1238,1.0000421,15.542905,1.7954335,0.0003320106,11.527026,2,0.2861288947781928,False
1239,1.0000194,15.251108,2.222059,0.0069550266,1.2283306,95,0.7506621743833819,False
1240,1.0000603,10.212875,2.3563318,0.004175926,4.1132045,35,0.41970974933387,False
1241,1.0000262,36.680435,1.2158265,0.011462302,0.71409637,184,0.874204597350786,False
1242,1.0000708,8.045063,1.5396966,0.000962963,2.3097491,5,0.0,False
1243,1.0000077,12.739319,1.5513945,0.00069113757,5.2864046,1,0.0,False
1244,1.0000693,17.879118,1.9891685,0.00019576719,8.584814,6,0.9762069862629584,False
1245,1.0000774,13.491629,1.5321964,0.00023875662,8.953268,4,1.0,False
1246,1.0001266,16.422205,2.0971076,0.00040542328,3.3814082,29,0.9840805759530844,False
1247,1.0000756,11.418213,1.8944165,0.00031415344,4.75586,14,0.20318064745864203,False
1248,1.0000275,31.495897,1.4843864,0.015497355,0.6359617,137,0.45001499964711755,False
1249,1.0000329,9.517663,1.7409006,0.0034768519,5.6753,69,0.17908341059325736,False
1250,1.0001413,14.123903,1.7242765,0.0002063492,4.147777,17,0.9902127996849003,False
1251,1.000065,29.963997,1.4399174,0.003042328,2.4437437,116,0.4777673802343255,False
1252,1.0000417,15.847153,1.5934199,0.0003346561,24.117943,1,0.0,False
1253,1.0000563,18.68843,1.9769902,0.00034126983,5.1285334,15,0.9377027043532903,False
1254,1.0000575,49.61922,1.0776019,0.0331627,1.1245499,97,0.3075285504274696,False
1255,1.000104,12.508789,2.0768688,0.0003776455,6.306909,3,0.9668427251473456,False
1256,1.0000541,16.288578,1.7807826,0.0015092592,2.3917322,1,0.0,False
1257,1.0000818,7.054845,1.8429474,0.0016078042,2.838794,8,0.0,False
1258,1.0000511,9.740531,1.4549701,0.0016521164,2.2446136,11,0.6391806825920846,False
1259,1.0000538,23.147198,1.8179669,0.00046626985,10.098045,2,1.0,False
1260,1.0000874,9.069218,1.8006817,0.0024550264,1.9335668,103,0.7068515367858029,True
1261,1.0000527,32.01896,1.5770051,0.0036104498,2.1353388,18,0.976895043685657,False
1262,1.0000592,31.725622,1.67661,0.0047757938,1.0553544,51,0.3858411390797582,False
1263,1.0000659,10.223613,1.9511503,0.00050330686,2.0577044,59,0.9214495636383672,False
1264,1.0000145,14.072277,2.3753774,0.0007208995,3.8075547,71,0.1365573395181709,False
1265,1.0000675,24.965654,1.2577177,0.0025185186,6.639179,5,1.0,False
1266,1.0000625,7.62463,1.3577565,0.0009113757,2.0657148,13,0.017370983776231284,False
1267,1.0000323,7.674094,2.2958868,0.0022347884,1.9318688,43,0.9196932821048671,False
1268,0.99999875,14.525467,2.119797,0.0052883597,0.95371383,89,0.6471764549571601,False
1269,1.0001006,10.987674,1.8382214,0.00065343914,2.4695075,32,0.8247986129465981,False
1270,1.0000379,35.41002,1.3785365,0.0032294975,3.514972,142,0.44353734466306216,False
1271,1.0000259,14.748204,1.3823926,0.00034920636,9.465478,2,1.0,False
1272,1.0000534,11.783197,2.0652506,0.0012757936,2.0713649,19,0.5535573535831807,False
1273,1.0000616,13.813875,1.8695786,0.003047619,1.3950138,9,0.032720078284943346,False
1274,1.0000226,17.656399,1.9035087,0.00014021165,8.9851675,4,1.0,False
1275,1.0000027,12.293428,1.562594,0.00026124337,5.3340974,12,0.899755032212334,False
1276,1.000033,8.611634,1.8626708,0.0049173282,1.3305132,5,0.0,False
1277,1.0000496,17.871328,2.1411855,0.0028240741,2.0605345,43,0.8626549635095346,False
1278,1.0001738,12.7263,1.6786864,0.00035185186,2.9469225,17,0.960679854451064,False
1279,1.0001217,17.282312,1.5562739,0.00021097883,6.1081047,16,0.9078911534937721,False
1280,1.0000788,13.6411295,1.3189049,0.0013300264,2.7738888,5,0.0,False
1281,1.0000219,15.354158,2.1588607,0.0011150794,2.3835135,38,0.7962394679673609,False
1282,1.0000521,15.511966,1.4806485,0.0009775133,5.1132674,1,0.0,False
1283,1.0000525,12.836327,1.6570199,0.00018320106,5.5795703,11,0.20368445825838233,False
1284,1.0000598,10.992508,1.7193052,0.0054464284,1.2023633,4,0.0,False
1285,1.0000337,13.207632,1.3179007,0.00037896825,13.840282,1,1.0,False
1286,1.0000284,21.690945,2.0607884,0.0014113757,2.914219,88,0.3179659283599447,False
1287,1.0000587,11.666838,2.107562,0.0011858465,1.7538856,38,0.9468544345045306,True
1288,1.0000429,13.829984,1.574172,0.00019907407,9.37855,2,1.0,False
1289,1.0000268,20.562675,1.5711985,0.0072281747,1.4269096,112,0.9072647041024186,False
1290,1.0000437,44.51713,1.192141,0.0060191797,0.81106967,71,0.25891410174921053,False
1291,1.0000365,10.284424,1.5259113,0.0021481481,4.2596545,3,0.0,False
1292,1.0000503,14.936751,1.6575736,0.0015449736,6.7497025,1,0.0,False
1293,1.00001,11.405309,1.8054105,0.0003829365,2.9897158,33,0.7564200582986857,True
1294,1.0000392,12.191923,1.8471189,0.00065410056,2.7468882,15,0.5793968625127174,False
1295,1.0000557,13.2408495,2.0617056,0.0001818783,9.582917,5,0.0,False
1296,1.0000656,11.924522,1.9055616,0.0052136243,0.9745639,75,0.4175235407233109,False
1297,1.0000201,16.31297,1.7292302,0.0005701058,10.610085,3,1.0,False
1298,1.0000614,17.036148,1.7389255,0.007051587,1.0733631,178,0.8799211363052183,True
1299,1.0000757,19.875542,1.857041,0.0094358465,2.115811,141,0.8342533083873027,False
1300,1.0000303,20.986847,1.8609374,0.00063095236,5.5563774,1,0.0,False
1301,1.0001147,18.64495,1.4818727,0.0007929894,5.129576,1,0.0,False
1302,1.0000695,12.4661455,2.6868784,0.0008062169,1.5590549,16,0.04061116807016302,False
1303,1.000041,12.002601,1.9200001,0.00056150794,3.2644167,2,0.0,False
1304,1.0000355,32.46774,1.4135176,0.025561508,0.6813254,88,0.2494858915614827,False
1305,1.0000358,12.205632,2.2385993,0.0005496032,2.922868,17,0.0530169989497225,False
1306,1.0000427,12.278433,1.6061958,0.00028306877,17.319368,2,1.0,False
1307,1.0000608,12.508201,2.1808963,0.00016402117,20.90513,1,0.0,False
1308,0.99995995,42.64518,1.3778684,0.017455027,0.74098796,61,0.14618679133220383,False
1309,1.0000428,7.825483,1.2780433,0.0008869048,2.1127257,44,0.6434954150732712,False
1310,1.0000652,13.043481,2.030336,0.0021210317,3.2228425,70,0.905096951325992,False
1311,1.0000427,17.119274,1.980987,0.00027579366,12.317664,3,1.0,False
1312,1.000017,14.577919,2.054827,0.00018121694,5.947747,13,0.9472807970627793,False
1314,1.0,50.725662,1.1400105,0.016830688,0.757802,164,0.6670329275124354,False
1315,1.000082,10.126465,2.1514113,0.004368386,1.1626912,5,0.0,False
1316,1.0000498,15.043558,1.8627819,0.0004914021,5.7169914,5,1.0,False
1317,1.0000393,14.888667,2.363439,0.0005720899,2.576922,2,0.0,False
1318,1.0000123,28.166096,1.2212275,0.0034814815,2.1650774,1,0.0,False
1319,1.0000566,15.16441,2.1524577,0.0013789682,2.5839958,6,0.0,False
1320,1.0000529,7.982453,1.5884053,0.0011044974,2.6959617,64,0.5491276658788404,False
1321,0.9999767,47.547905,0.9757094,0.0009973545,6.3444915,1,0.0,False
1322,1.0000339,35.765663,1.2852106,0.0068935184,0.8583081,85,0.2983008601232554,False
1323,1.0000392,15.440098,1.4936868,0.00016203703,6.9874687,9,0.08573315746454827,False
1324,1.0000062,14.165699,1.8022906,0.00017328042,8.143081,6,0.0,False
1325,1.0000405,17.789925,1.5918254,0.004228836,1.9976225,118,0.8758505559124649,False
1326,1.0000502,21.399775,2.020725,0.0052883597,1.9300101,135,0.8420085819027419,False
1327,1.000083,19.866781,2.416297,0.0012248678,5.925659,128,0.3793019521687628,False
1328,1.0000827,13.206788,1.2931224,0.00021693122,6.826698,4,0.9427579130021486,False
1329,1.0000433,8.260117,1.4711909,0.0014272487,2.8238163,14,0.0,False
1330,1.000033,10.988848,2.019732,0.0013306878,2.1794727,22,0.8962794927206792,False
1331,1.0000131,19.293259,2.0154452,0.00034920636,6.458772,13,0.980035940819606,False
1332,1.0000522,13.966616,2.1041791,0.0022665344,2.1225967,29,0.0,False
1333,1.0000254,11.894617,1.8838495,0.00034391534,3.8102448,13,0.9332812644143228,False
1334,1.0000982,8.211598,2.3027415,0.00065343914,2.8087008,44,0.08480013165868883,False
1335,1.0000409,14.891262,1.8306472,0.00028439154,4.7043467,14,0.9519342282345576,False
1336,1.0000851,7.450456,1.464764,0.0010813492,2.1239715,31,0.6253906665781844,False
1337,1.00003,9.37431,1.7321676,0.0017949735,1.7504485,4,0.10251350168612182,False
1338,1.0000213,13.346306,1.9020056,0.00032208994,3.7555099,27,0.9660226322154343,False
1339,1.0001855,6.816971,2.7005713,0.001864418,2.8566906,55,0.7936582581755112,False
1340,0.9999858,33.568962,1.2510767,0.009584656,1.3627374,1,0.0,False
1341,1.0000215,13.987941,1.8549291,0.00035185186,6.9435153,7,1.0,False
1342,1.000084,8.377485,1.8211852,0.00093981484,1.9306746,31,0.26512639923074244,False
