index,dec_norm,var_along,kappa_tilt,freq,mean_act,n_distinct,content_mass,blocked
286,1.0000412,12.088711,1.481024,0.00015873015,18.107155,3,0.0,False
287,1.0000595,10.756868,1.3467004,0.0005251323,6.1941023,2,1.0,False
288,1.0000527,10.637089,2.0454009,0.0012083333,3.240225,2,0.0,False
289,1.0000198,10.801895,1.4748278,0.011185185,0.86053467,70,0.6431660342816172,False
290,1.0000308,17.764011,2.0823178,0.00088492065,2.0373855,86,0.6055819945880435,False
291,1.0000509,9.910732,1.6418077,0.0037817461,1.9100027,9,0.07593838943299173,False
292,1.000018,26.25478,1.2890921,0.0038412698,2.576922,1,0.0,False
294,1.0000342,47.79648,1.2870433,0.03586177,0.7480826,72,0.1516241819607069,False
295,1.0000337,32.197506,1.3371496,0.022392858,0.74308723,144,0.46927713199520094,True
296,1.0000565,15.488946,1.2318335,0.001829365,4.397179,1,0.0,False
297,1.0000329,14.465257,2.0120206,0.0005720899,8.169413,1,0.0,False
298,1.0000443,11.151476,1.9633535,0.0005205026,2.6441493,39,0.8375034311087178,False
299,1.0000435,12.024704,1.8445418,0.0002334656,5.6403847,14,0.9870205817348,False
300,1.0000308,8.016418,1.9660168,0.0022976191,1.6098726,11,0.09633338319641649,False
301,1.0000335,21.02628,1.9061061,0.0025205025,1.575014,74,0.6189289420945524,False
302,1.000026,20.209723,1.9806108,0.0002228836,5.891032,5,0.9402704167705606,False
303,1.0000513,26.89565,2.0297718,0.0056276456,1.8137425,141,0.9011375131475111,False
304,1.0002418,9.866599,2.6444473,0.00035846562,2.7819824,42,0.0,False
305,1.0000651,17.427193,1.6919551,0.0020119047,2.7312791,5,0.0,False
306,1.0000448,33.05636,1.2617236,0.0007962963,1.950654,1,0.0,False
307,1.0000217,22.270884,2.027011,0.0046256613,1.7264575,94,0.9941043993023198,False
308,1.000032,11.363735,2.16241,0.00817791,1.0583783,25,0.011035425847931534,False
309,1.0000882,22.947527,1.5104113,0.002359127,6.3537655,1,0.0,False
310,1.0000467,10.534071,2.4021747,0.0068531744,1.0782449,39,0.04535431136279878,False
311,1.000076,22.090017,0.96418554,0.0044583334,2.4617891,2,0.0,False
312,1.0000904,27.575962,1.2062359,0.0145959,0.85913193,112,0.4498158275085331,False
313,1.0000446,13.896189,1.479492,0.0031256613,2.504928,75,0.5351640038259663,False
314,1.0000855,19.505875,1.4873965,0.0020469576,2.4009507,3,0.2575078171434096,False
315,1.0000303,23.570278,1.5318313,0.0066488096,1.9534193,1,0.0,False
316,1.0001152,25.753883,1.7964373,0.0012195767,5.1053734,1,0.0,False
317,1.0000918,31.115538,1.5991918,0.010183862,1.0624151,131,0.38132546760654606,False
318,1.0000916,27.240238,1.5028414,0.012219577,1.7949035,93,0.4363980386936052,False
319,1.0000535,16.019295,2.1864204,0.00027777778,3.5903513,27,0.8316556949878833,False
320,1.0000088,14.277887,1.5561663,0.00017923281,9.532292,9,0.06590778507224833,False
321,1.0000097,19.286892,1.862161,0.00018386243,8.005603,4,0.0,False
322,1.0000882,13.816465,2.3772323,0.0019411376,1.8097373,76,0.08749829926144444,False
323,1.0000666,28.37904,1.382408,0.006167989,2.2107787,1,0.0,False
324,1.0000149,12.669163,2.251516,0.0005244709,3.812291,35,0.869543736624958,False
325,1.000038,18.764275,2.0138116,0.00038822752,9.44382,2,1.0,False
326,1.0000387,13.552435,1.4876124,0.0012810846,8.375032,1,0.0,False
327,1.00005,8.719673,1.5102241,0.00052910054,3.9158237,3,0.38008189171203255,False
328,1.0000813,6.930576,1.6472156,0.0026951057,2.3148174,116,0.5358539555660751,True
329,1.0000231,22.909073,1.5447775,0.00030291005,24.826069,1,1.0,False
330,1.0000463,17.873964,1.9291825,0.000760582,4.241246,1,1.0,False
