c,C_dirfix_median,C_naive_median,C_ratio_median,n_features_AC,logppl_paired_mean,logppl_paired_median,n_features_ppl
0.5,0.42130015790462494,0.16608520597219467,2.5366507235759297,12,-0.31243452827135737,-0.3043592373530071,12
1.0,0.5451870560646057,0.550387442111969,0.9905514086088009,12,-0.8758287865254611,-0.5403133630752568,12
1.5,0.7945616245269775,0.9690619707107544,0.8199285995551034,12,-1.0692336219880316,-0.8997067848841347,12
2.0,1.0771231055259705,1.3674359917640686,0.7876954475480945,12,-1.5344512617422474,-1.1896093606948854,12
3.0,1.5942544341087341,2.419250726699829,0.6589868575893758,12,-1.7921888536877102,-1.1143582145373023,12
